FixtureKey,Team,2PM,2PA,3PM,3PA,FTM,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
KANSAS v UK 29-Jan-2022,2,25,43,6,18,12,16,12,29,19,7,0,9,11
KANSAS v MIZZOU 11-Dec-2021,1,19,32,14,27,22,32,13,23,20,6,6,11,16
KANSAS v MIZZOU 11-Dec-2021,2,19,39,5,16,12,17,11,15,13,7,3,20,23
TXTECH v KANSAS 08-Jan-2022,2,11,21,10,26,15,18,6,18,12,5,3,17,22
TXTECH v KANSAS 08-Jan-2022,1,24,39,4,16,15,22,13,21,18,10,3,12,17
KANSAS v IOWAST 11-Jan-2022,2,18,41,6,18,7,11,13,19,10,8,2,12,15
KANSAS v IOWAST 11-Jan-2022,1,15,28,6,20,14,18,10,23,11,4,9,16,12
KANSAS v UNC 04-Apr-2022,1,23,49,6,17,8,14,8,27,11,6,5,9,16
KANSAS v UNC 04-Apr-2022,2,18,50,5,23,18,22,24,31,9,2,6,13,13
TCU v KANSAS 20-Feb-2023,2,23,50,3,16,8,12,13,35,19,6,3,11,17
TCU v KANSAS 20-Feb-2023,1,15,48,5,18,13,21,14,28,13,5,5,7,14
OKLA v KANSAS 18-Jan-2022,2,19,40,8,17,5,6,11,21,12,5,1,13,15
OKLA v KANSAS 18-Jan-2022,1,20,39,4,17,12,18,12,19,13,8,2,11,14
KAN ST v KANSAS 22-Jan-2022,1,17,33,10,26,11,18,7,16,12,8,1,6,24
KAN ST v KANSAS 22-Jan-2022,2,21,38,5,21,21,30,18,27,14,2,3,11,14
KANSAS v GMU 01-Jan-2022,2,10,21,11,27,14,20,4,27,11,3,2,14,14
KANSAS v GMU 01-Jan-2022,1,19,35,9,28,11,16,10,22,18,8,3,9,15
KANSAS v HARV 22-Dec-2022,2,14,31,7,22,5,14,8,21,12,3,4,16,13
KANSAS v HARV 22-Dec-2022,1,24,40,4,20,8,8,10,28,14,11,8,10,15
KANSAS v NOVA 02-Apr-2022,1,16,30,13,24,10,13,10,25,18,4,4,7,8
KANSAS v NOVA 02-Apr-2022,2,9,26,13,31,8,10,12,17,12,3,0,9,11
KANSAS v MIAMI 27-Mar-2022,1,24,44,5,14,13,26,8,33,18,7,3,11,16
KANSAS v MIAMI 27-Mar-2022,2,16,34,3,21,9,13,5,23,7,7,4,14,20
KANSAS v DAYTON 26-Nov-2021,2,24,38,5,17,11,19,12,20,12,3,3,20,15
KANSAS v DAYTON 26-Nov-2021,1,26,41,4,19,9,20,11,13,11,13,2,7,17
MIZZOU v KANSAS 10-Dec-2022,2,25,39,10,22,15,19,8,27,24,13,1,14,19
MIZZOU v KANSAS 10-Dec-2022,1,17,37,6,20,15,23,12,21,8,5,2,21,20
TEXAS v KANSAS 07-Feb-2022,2,23,35,5,13,15,23,6,25,10,3,5,15,21
TEXAS v KANSAS 07-Feb-2022,1,25,47,3,20,20,23,15,18,8,7,2,7,21
KANSAS v BAYLOR 05-Feb-2022,2,14,44,7,27,10,14,17,20,10,12,3,14,18
KANSAS v BAYLOR 05-Feb-2022,1,27,42,5,20,14,18,11,35,18,6,6,17,13
KANSAS v OKLAST 31-Dec-2022,1,15,33,11,23,6,10,11,24,17,7,2,12,17
KANSAS v OKLAST 31-Dec-2022,2,10,25,13,29,8,11,10,22,13,5,5,13,15
KANSAS v SETON 01-Dec-2022,1,26,41,7,17,18,21,11,26,16,15,3,11,22
KANSAS v SETON 01-Dec-2022,2,17,29,4,19,19,32,9,16,11,4,2,16,17
KANSAS v PROV 25-Mar-2022,1,20,42,2,14,20,28,10,33,7,3,11,10,15
KANSAS v PROV 25-Mar-2022,2,19,45,4,23,11,16,13,25,10,4,4,7,21
KANSAS v NEVADA 29-Dec-2021,1,28,47,7,18,11,16,9,30,15,10,3,14,18
KANSAS v NEVADA 29-Dec-2021,2,13,29,8,27,11,16,8,25,12,5,5,21,14
IOWAST v KANSAS 04-Feb-2023,1,21,38,7,23,5,9,8,24,19,9,0,10,19
IOWAST v KANSAS 04-Feb-2023,2,11,21,6,23,13,18,5,27,12,5,4,20,16
TXTECH v KANSAS 03-Jan-2023,2,20,39,11,24,2,4,11,21,22,8,3,12,11
TXTECH v KANSAS 03-Jan-2023,1,16,34,10,21,10,12,7,21,10,6,5,15,6
OKLAST v KANSAS 14-Feb-2023,2,27,43,8,22,9,13,10,19,26,11,1,10,20
OKLAST v KANSAS 14-Feb-2023,1,19,37,8,17,14,22,12,21,9,2,2,15,15
KANSAS v S UTAH 18-Nov-2022,1,27,50,6,15,10,16,6,35,16,9,6,14,14
KANSAS v S UTAH 18-Nov-2022,2,19,46,9,28,11,16,14,31,13,9,5,13,17
OKLAST v KANSAS 04-Jan-2022,2,19,42,9,23,9,12,17,33,15,5,5,17,13
OKLAST v KANSAS 04-Jan-2022,1,21,53,4,17,9,13,14,22,10,12,6,11,12
KANSAS v OMAHA 07-Nov-2022,1,27,47,9,22,8,15,16,27,24,8,5,9,13
KANSAS v OMAHA 07-Nov-2022,2,17,36,5,21,15,19,8,20,10,4,1,13,9
KENSAW v NO FLA 14-Jan-2023,1,27,43,9,21,5,10,11,24,20,7,2,10,9
KENSAW v NO FLA 14-Jan-2023,2,18,27,10,27,6,7,2,21,14,4,2,13,11
FGCU v KENSAW 21-Jan-2023,1,12,25,10,30,9,12,10,19,11,7,1,7,13
FGCU v KENSAW 21-Jan-2023,2,22,37,4,16,9,11,10,25,10,4,2,11,16
BELLAR v KENSAW 05-Feb-2022,1,19,37,6,14,14,21,4,25,10,3,2,11,12
BELLAR v KENSAW 05-Feb-2022,2,12,29,15,30,6,11,10,25,19,6,1,11,22
NO FLA v KENSAW 17-Jan-2022,2,18,45,5,17,11,20,18,23,9,15,7,12,22
NO FLA v KENSAW 17-Jan-2022,1,7,23,10,37,16,25,23,28,11,9,7,19,21
WOFFRD v KENSAW 05-Dec-2021,2,13,26,9,19,9,13,6,14,9,6,1,16,25
WOFFRD v KENSAW 05-Dec-2021,1,16,25,10,25,26,29,10,16,12,11,1,9,17
E KY v KENSAW 04-Feb-2023,1,19,35,5,20,24,27,7,23,13,9,4,13,23
E KY v KENSAW 04-Feb-2023,2,18,36,7,20,17,25,13,25,15,9,1,17,21
KENSAW v LIBRTY 31-Jan-2022,1,17,32,4,23,4,8,6,21,8,6,2,8,11
KENSAW v LIBRTY 31-Jan-2022,2,15,26,10,21,5,10,4,29,15,5,2,13,14
FGCU v KENSAW 16-Feb-2022,1,16,30,13,32,11,15,11,21,20,9,6,10,10
FGCU v KENSAW 16-Feb-2022,2,22,36,8,19,8,14,7,25,12,6,3,14,17
JVILLE v KENSAW 19-Feb-2022,1,15,32,3,15,20,25,11,24,10,3,1,8,12
JVILLE v KENSAW 19-Feb-2022,2,16,24,7,25,3,6,4,20,9,4,4,9,20
QUENNC v KENSAW 07-Jan-2023,2,23,40,6,14,12,16,4,27,14,8,4,13,17
QUENNC v KENSAW 07-Jan-2023,1,12,29,10,30,13,20,14,24,9,7,0,17,21
KENSAW v E KY 01-Mar-2022,2,15,39,11,28,10,14,13,22,14,4,4,10,20
KENSAW v E KY 01-Mar-2022,1,18,34,10,21,16,23,6,30,19,6,2,11,12
KENSAW v JAX ST 27-Jan-2022,2,14,28,12,26,6,18,14,24,17,3,2,10,16
KENSAW v JAX ST 27-Jan-2022,1,17,34,8,19,6,10,8,19,12,5,0,8,16
SDSU v KENSAW 12-Dec-2022,2,9,26,8,23,12,20,6,22,12,9,2,21,25
SDSU v KENSAW 12-Dec-2022,1,23,37,8,24,18,25,9,30,21,13,3,12,21
KENSAW v QUENNC 18-Feb-2023,1,19,38,7,17,17,24,9,27,13,3,7,15,27
KENSAW v QUENNC 18-Feb-2023,2,14,34,12,25,19,28,9,20,12,8,2,9,22
MERCER v KENSAW 02-Dec-2022,2,18,42,6,15,12,15,8,20,10,9,1,9,14
MERCER v KENSAW 02-Dec-2022,1,21,37,4,13,9,13,7,27,12,4,2,16,20
KENT v BUFF 27-Jan-2023,2,15,37,7,29,17,24,15,27,11,4,3,15,22
KENT v BUFF 27-Jan-2023,1,22,41,5,24,15,23,11,33,12,6,8,11,24
KENT v E MICH 05-Feb-2022,2,15,35,9,21,14,18,7,20,11,4,2,8,14
KENT v E MICH 05-Feb-2022,1,22,36,12,25,10,14,8,26,13,5,5,7,18
KENT v MIA OH 10-Mar-2022,1,18,28,7,26,28,33,11,28,14,8,1,12,16
KENT v MIA OH 10-Mar-2022,2,22,36,5,25,16,21,9,19,11,6,1,11,22
KENT v TOLEDO 01-Jan-2022,1,13,33,7,27,19,21,17,27,10,7,4,15,23
KENT v TOLEDO 01-Jan-2022,2,11,32,7,20,20,28,13,24,7,6,2,17,20
KENT v AKRON 14-Jan-2022,2,15,30,4,24,13,18,9,20,6,6,2,10,15
KENT v AKRON 14-Jan-2022,1,16,32,9,22,8,13,11,29,10,6,3,12,19
WVU v KENT 12-Dec-2021,2,15,37,4,18,8,13,11,20,10,8,2,12,17
WVU v KENT 12-Dec-2021,1,16,30,6,16,13,24,9,29,10,6,6,16,13
MIA OH v KENT 01-Feb-2022,2,21,45,9,25,9,13,15,27,12,8,5,7,14
MIA OH v KENT 01-Feb-2022,1,17,35,8,26,7,11,10,27,8,3,5,14,17
KENT v SDAKST 02-Dec-2022,1,21,38,10,24,11,12,10,25,12,7,4,10,20
KENT v SDAKST 02-Dec-2022,2,11,34,10,21,16,23,10,20,9,7,1,12,16
HOU v KENT 26-Nov-2022,1,14,33,2,17,15,23,16,40,9,9,6,23,12
HOU v KENT 26-Nov-2022,2,9,34,6,29,8,11,10,23,8,14,5,13,19
KENT v SOUTHR 19-Dec-2021,1,19,29,6,20,20,26,11,24,12,4,4,18,21
KENT v SOUTHR 19-Dec-2021,2,23,41,6,22,14,20,11,12,11,12,2,10,22
GONZ v KENT 05-Dec-2022,1,19,37,6,18,17,27,9,34,16,1,3,9,15
GONZ v KENT 05-Dec-2022,2,19,40,6,23,10,13,7,23,9,7,2,7,24
E MICH v KENT 18-Jan-2022,1,8,19,3,24,22,26,9,23,4,5,3,19,18
E MICH v KENT 18-Jan-2022,2,17,35,3,12,13,21,7,24,8,9,3,14,23
KENT v TOWSON 06-Dec-2021,1,10,31,7,28,17,18,11,16,7,4,6,6,12
KENT v TOWSON 06-Dec-2021,2,16,28,12,25,5,8,10,31,18,4,3,14,19
KENT v TOLEDO 10-Jan-2023,1,18,43,9,27,12,18,20,24,8,7,5,6,15
KENT v TOLEDO 10-Jan-2023,2,17,30,7,27,8,13,10,25,11,4,2,11,19
UTEP v KENT 22-Dec-2022,2,13,28,4,25,9,12,8,18,5,11,3,10,16
UTEP v KENT 22-Dec-2022,1,14,36,4,11,6,9,12,29,7,5,3,22,18
NIU v KENT 24-Jan-2023,2,20,33,8,20,12,19,6,21,15,5,1,12,15
NIU v KENT 24-Jan-2023,1,15,26,13,28,17,20,6,23,20,7,0,13,16
KENT v OHIO 18-Feb-2022,1,18,33,8,17,15,19,3,36,15,5,3,16,28
KENT v OHIO 18-Feb-2022,2,7,24,5,28,23,33,9,19,7,5,2,10,16
KENT v NIU 11-Jan-2022,1,15,32,4,20,21,25,11,23,9,7,4,16,20
KENT v NIU 11-Jan-2022,2,16,34,7,13,12,20,4,22,14,7,1,15,22
C MICH v KENT 26-Feb-2022,1,11,27,11,27,16,21,6,27,13,6,3,11,21
C MICH v KENT 26-Feb-2022,2,20,37,5,27,18,25,17,29,7,6,2,9,20
C OF C v KENT 23-Nov-2022,1,12,24,11,29,17,26,11,26,15,8,5,17,12
C OF C v KENT 23-Nov-2022,2,21,48,9,20,3,4,13,24,14,10,3,13,22
SFA v LA MON 14-Dec-2021,2,21,38,11,21,7,11,11,19,19,11,1,14,21
SFA v LA MON 14-Dec-2021,1,17,28,7,21,14,24,10,17,15,8,6,17,14
OMAHA v LA MON 25-Nov-2022,2,15,40,7,22,5,8,16,17,12,10,3,12,18
OMAHA v LA MON 25-Nov-2022,1,17,29,4,14,17,19,7,24,14,5,6,17,14
LA MON v TROY 20-Jan-2022,1,20,37,5,23,10,11,11,20,12,7,2,13,16
LA MON v TROY 20-Jan-2022,2,19,28,9,19,8,16,2,24,14,5,4,16,15
LA MON v SAMHOU 14-Dec-2022,1,12,29,5,14,14,22,4,15,7,12,2,18,17
LA MON v SAMHOU 14-Dec-2022,2,18,36,12,24,7,12,16,25,15,7,1,18,20
ARK ST v LA MON 31-Dec-2022,1,21,40,5,11,15,20,10,17,15,7,5,13,17
ARK ST v LA MON 31-Dec-2022,2,19,36,12,21,10,18,12,18,14,6,4,12,19
TCU v LA MON 17-Nov-2022,2,14,45,6,21,14,18,13,19,6,8,6,16,18
TCU v LA MON 17-Nov-2022,1,24,44,10,20,17,19,12,34,22,9,10,16,19
LA MON v ARK ST 08-Jan-2022,2,27,43,7,17,15,21,8,30,20,5,5,12,14
LA MON v ARK ST 08-Jan-2022,1,25,48,9,24,6,12,12,21,20,6,3,8,17
LA MON v S ALA 04-Feb-2023,1,18,43,4,13,16,19,5,25,7,6,2,8,17
LA MON v S ALA 04-Feb-2023,2,22,38,4,18,16,21,7,30,8,2,4,9,13
SMU v LA MON 28-Nov-2021,2,19,35,8,21,5,8,4,29,17,5,5,15,22
SMU v LA MON 28-Nov-2021,1,12,32,11,32,17,23,17,26,12,11,3,12,12
LA MON v NW ST 04-Dec-2021,1,28,45,7,22,7,9,5,25,21,8,2,6,15
LA MON v NW ST 04-Dec-2021,2,25,50,4,13,9,12,10,29,14,4,4,16,12
AUBURN v LA MON 12-Nov-2021,1,19,35,10,25,25,32,10,29,17,9,10,10,22
AUBURN v LA MON 12-Nov-2021,2,18,35,5,20,14,24,7,23,8,6,3,16,25
LATECH v LA MON 21-Nov-2022,2,9,28,11,27,7,14,9,16,14,12,3,19,17
LATECH v LA MON 21-Nov-2022,1,19,34,8,23,17,19,13,29,15,6,1,20,10
LSU v LA MON 09-Nov-2021,2,10,31,3,16,10,17,7,19,7,9,4,25,17
LSU v LA MON 09-Nov-2021,1,26,43,12,29,13,19,17,30,23,14,7,12,16
TX ARL v LA MON 15-Jan-2022,2,15,35,5,18,17,25,13,32,16,6,3,15,21
TX ARL v LA MON 15-Jan-2022,1,9,27,8,33,13,24,18,26,13,9,1,11,22
LA MON v ULL 12-Jan-2023,1,23,44,5,18,12,17,7,16,16,12,4,10,19
LA MON v ULL 12-Jan-2023,2,23,35,9,17,13,23,8,31,21,7,2,20,19
S MISS v LA MON 11-Feb-2023,2,13,36,9,23,14,15,10,28,11,4,2,14,18
S MISS v LA MON 11-Feb-2023,1,19,34,7,20,17,23,4,28,15,7,3,10,17
APP ST v LA MON 01-Jan-2022,1,16,28,10,29,15,26,12,25,14,5,4,8,12
APP ST v LA MON 01-Jan-2022,2,18,45,9,17,6,8,11,22,18,3,2,11,18
LA MON v S ALA 22-Jan-2022,1,14,28,7,21,7,10,14,22,15,1,2,18,12
LA MON v S ALA 22-Jan-2022,2,18,33,8,24,8,11,10,14,16,14,4,6,11
LA MON v JVILLE 20-Dec-2022,2,15,27,9,29,9,10,9,31,16,8,2,14,12
LA MON v JVILLE 20-Dec-2022,1,14,31,5,25,12,16,8,23,10,7,5,11,11
LA MON v S MISS 07-Jan-2023,1,15,37,8,21,6,9,13,20,15,6,4,13,10
LA MON v S MISS 07-Jan-2023,2,13,33,9,27,12,13,17,22,14,8,5,10,11
NAVY v LAFAYE 07-Feb-2022,2,12,27,4,16,8,17,5,22,9,6,3,15,10
NAVY v LAFAYE 07-Feb-2022,1,21,44,7,17,5,11,15,26,17,5,3,10,15
LAFAYE v COLGAT 22-Feb-2023,2,19,37,9,17,8,16,6,25,16,4,1,7,13
LAFAYE v COLGAT 22-Feb-2023,1,21,32,8,29,3,7,9,25,20,2,4,6,11
LAFAYE v COLUMB 12-Dec-2022,2,15,36,5,15,12,16,12,37,9,5,1,16,12
LAFAYE v COLUMB 12-Dec-2022,1,12,25,7,33,0,6,6,22,13,7,5,10,13
STJOES v LAFAYE 14-Nov-2022,2,8,18,13,31,4,7,3,20,17,9,3,13,14
STJOES v LAFAYE 14-Nov-2022,1,7,17,14,33,7,10,8,22,15,7,1,19,13
QUINN v LAFAYE 10-Dec-2022,2,9,20,12,36,9,15,9,15,15,7,5,10,16
QUINN v LAFAYE 10-Dec-2022,1,21,36,8,19,10,16,13,29,17,6,3,17,17
LAFAYE v NAVY 10-Jan-2022,1,16,28,6,23,5,9,9,20,18,2,4,15,15
LAFAYE v NAVY 10-Jan-2022,2,22,42,5,14,10,14,10,22,10,10,3,7,11
MIAMI v LAFAYE 07-Nov-2022,2,9,18,10,34,6,16,9,25,14,4,2,14,21
MIAMI v LAFAYE 07-Nov-2022,1,11,24,10,34,15,25,18,28,13,9,1,9,17
LAFAYE v PRINCE 11-Dec-2021,1,22,40,4,14,17,22,7,20,11,7,3,11,10
LAFAYE v PRINCE 11-Dec-2021,2,17,29,15,29,5,11,10,26,19,4,2,13,16
LAFAYE v LEHIGH 26-Feb-2022,1,13,39,8,23,8,14,10,21,10,10,6,10,13
LAFAYE v LEHIGH 26-Feb-2022,2,24,36,8,23,6,7,7,35,14,3,2,14,17
HOLYCR v LAFAYE 07-Jan-2022,1,29,48,2,8,15,26,8,28,6,9,3,8,17
HOLYCR v LAFAYE 07-Jan-2022,2,22,39,8,26,6,11,8,24,18,4,1,12,21
LEHIGH v LAFAYE 21-Jan-2023,2,10,29,8,30,5,10,5,24,10,9,4,8,15
LEHIGH v LAFAYE 21-Jan-2023,1,17,37,4,13,15,18,6,35,9,3,2,14,14
RUTGER v LAFAYE 22-Nov-2021,2,12,28,7,18,8,11,7,35,12,5,1,23,16
RUTGER v LAFAYE 22-Nov-2021,1,12,30,4,26,15,23,10,19,13,13,6,9,10
LOY MD v LAFAYE 13-Jan-2022,2,12,27,11,30,3,4,7,21,18,3,3,13,17
LOY MD v LAFAYE 13-Jan-2022,1,19,34,8,15,12,16,3,26,16,8,3,10,11
LAFAYE v HOLYCR 21-Feb-2022,2,13,32,8,22,11,15,10,20,12,3,3,10,7
LAFAYE v HOLYCR 21-Feb-2022,1,19,33,13,24,7,8,5,24,23,4,3,6,11
TXTECH v LAMAR 27-Nov-2021,2,12,30,9,25,6,13,9,12,10,7,0,16,24
TXTECH v LAMAR 27-Nov-2021,1,16,26,11,24,24,32,14,27,18,6,5,17,18
LAMAR v NW ST 04-Feb-2023,1,16,38,9,20,9,12,10,24,16,2,4,13,14
LAMAR v NW ST 04-Feb-2023,2,12,24,12,26,12,15,4,25,18,4,2,12,15
UNO v LAMAR 05-Jan-2023,2,17,49,5,15,6,12,14,23,11,5,2,11,18
UNO v LAMAR 05-Jan-2023,1,19,30,8,27,19,23,9,33,18,5,3,10,16
ABILCH v LAMAR 24-Feb-2022,1,17,38,9,27,16,22,11,22,18,22,4,15,20
ABILCH v LAMAR 24-Feb-2022,2,10,27,2,13,16,21,7,28,4,5,6,37,18
LAMAR v CALBAP 05-Mar-2022,2,12,23,14,31,12,16,8,25,21,8,3,10,16
LAMAR v CALBAP 05-Mar-2022,1,24,51,3,8,9,14,12,23,14,2,3,10,15
TAMUCC v LAMAR 18-Dec-2021,2,15,28,5,19,8,11,13,26,8,3,7,25,21
TAMUCC v LAMAR 18-Dec-2021,1,11,30,6,20,17,21,8,14,17,10,2,10,15
SMU v LAMAR 27-Nov-2022,2,12,33,6,20,8,15,10,24,14,4,3,15,13
SMU v LAMAR 27-Nov-2022,1,21,32,7,29,12,16,10,28,20,9,8,10,13
TX ST v LAMAR 15-Dec-2021,2,18,40,1,13,8,10,14,18,7,7,2,15,14
TX ST v LAMAR 15-Dec-2021,1,20,31,7,25,6,10,14,22,15,5,2,10,13
MISSST v LAMAR 02-Dec-2021,2,18,36,6,19,6,11,5,19,6,6,1,7,21
MISSST v LAMAR 02-Dec-2021,1,18,36,7,18,18,27,16,28,16,6,6,11,13
S MISS v LAMAR 10-Dec-2022,2,18,43,6,19,5,8,17,23,12,4,1,25,15
S MISS v LAMAR 10-Dec-2022,1,23,40,12,29,13,18,14,22,22,21,3,10,15
TAMUCO v LAMAR 14-Jan-2023,2,17,36,3,14,23,30,14,27,5,5,1,15,20
TAMUCO v LAMAR 14-Jan-2023,1,15,31,13,27,12,23,11,18,23,5,4,6,17
TCU v LAMAR 11-Nov-2022,2,21,47,4,17,12,18,14,22,12,8,4,14,14
TCU v LAMAR 11-Nov-2022,1,22,37,8,32,9,14,17,27,20,6,7,13,13
UTRGV v LAMAR 02-Feb-2022,2,26,49,6,25,9,10,11,18,18,10,0,9,18
UTRGV v LAMAR 02-Feb-2022,1,23,27,9,26,20,28,6,32,24,4,1,16,14
SAMHOU v LAMAR 30-Dec-2021,2,25,42,3,10,5,7,10,22,14,2,2,18,15
SAMHOU v LAMAR 30-Dec-2021,1,17,30,11,25,8,16,9,15,19,10,1,8,12
LAMAR v TARLET 26-Jan-2022,1,13,33,8,28,7,12,14,27,10,2,3,10,13
LAMAR v TARLET 26-Jan-2022,2,13,28,9,27,9,14,7,26,15,4,1,6,12
LAMAR v PACIF 20-Dec-2022,1,21,45,2,13,17,29,17,22,8,11,1,13,15
LAMAR v PACIF 20-Dec-2022,2,17,28,11,29,7,11,10,26,20,3,6,18,24
TAMUCC v LAMAR 11-Feb-2023,2,8,21,10,29,6,9,6,21,14,7,2,17,17
TAMUCC v LAMAR 11-Feb-2023,1,19,34,4,16,11,14,9,27,18,12,3,17,14
S MISS v LAMAR 21-Nov-2021,2,17,35,10,25,11,14,9,25,19,8,2,15,23
S MISS v LAMAR 21-Nov-2021,1,19,37,8,20,20,28,10,27,19,9,2,11,16
LAMAR v W CAR 19-Nov-2022,1,38,50,1,13,12,15,7,20,16,7,5,14,18
LAMAR v W CAR 19-Nov-2022,2,17,25,16,36,16,23,11,18,24,4,1,15,14
LASALL v FORDHM 30-Dec-2021,2,14,32,10,25,11,15,6,26,16,7,0,11,15
LASALL v FORDHM 30-Dec-2021,1,20,40,4,20,9,16,13,29,11,6,7,14,17
LASALL v FDU 07-Dec-2021,2,19,42,3,19,8,15,10,22,11,7,3,10,13
LASALL v FDU 07-Dec-2021,1,17,34,13,28,8,11,12,32,21,2,4,13,14
LASALL v STBONA 11-Jan-2022,1,19,39,12,37,2,2,14,23,21,7,3,10,20
LASALL v STBONA 11-Jan-2022,2,19,43,8,20,18,24,15,30,14,4,5,14,14
LASALL v FORDHM 14-Jan-2023,2,20,48,7,21,5,5,16,19,13,10,6,11,20
LASALL v FORDHM 14-Jan-2023,1,18,37,5,12,13,19,10,26,9,5,8,17,13
DAVID v LASALL 29-Jan-2022,1,17,33,7,19,22,28,9,29,12,4,1,10,17
DAVID v LASALL 29-Jan-2022,2,18,31,7,32,12,15,10,22,14,6,1,8,26
WAKE v LASALL 18-Nov-2022,2,10,27,11,26,10,16,6,27,13,2,4,16,16
WAKE v LASALL 18-Nov-2022,1,21,38,8,27,9,10,9,26,12,8,4,10,16
VCU v LASALL 31-Dec-2022,2,21,46,5,18,10,12,13,23,9,11,6,18,17
VCU v LASALL 31-Dec-2022,1,23,45,8,19,10,15,11,25,16,11,3,15,12
STBONA v LASALL 08-Feb-2023,2,18,29,10,25,10,15,9,25,16,7,2,14,17
STBONA v LASALL 08-Feb-2023,1,20,36,7,21,9,13,7,20,15,5,2,13,16
LASALL v RICH 15-Feb-2023,1,22,40,4,16,12,17,7,30,11,3,1,10,14
LASALL v RICH 15-Feb-2023,2,21,35,4,22,8,12,4,25,14,3,2,5,19
STJOES v LASALL 17-Jan-2022,2,18,44,7,19,18,22,12,31,9,10,3,9,14
STJOES v LASALL 17-Jan-2022,1,11,33,11,28,9,17,9,25,11,6,2,13,19
LASALL v URI 07-Jan-2023,1,23,58,5,17,16,22,20,23,14,7,9,7,18
LASALL v URI 07-Jan-2023,2,22,50,4,16,19,26,19,30,10,5,11,12,17
LASALL v TEMPLE 30-Nov-2022,1,18,50,4,19,3,6,15,24,11,10,3,11,19
LASALL v TEMPLE 30-Nov-2022,2,17,33,7,19,12,18,7,33,11,2,5,13,13
LASALL v DREXEL 10-Dec-2022,2,21,50,4,23,11,15,17,34,15,5,5,7,9
LASALL v DREXEL 10-Dec-2022,1,18,46,5,19,7,9,9,32,7,5,3,10,15
LASALL v DAVID 24-Jan-2023,2,14,33,9,22,9,12,9,22,16,6,5,11,15
LASALL v DAVID 24-Jan-2023,1,14,38,5,18,14,16,16,23,9,9,1,14,18
LASALL v NOVA 28-Nov-2021,1,8,34,6,21,12,16,7,23,1,5,2,11,17
LASALL v NOVA 28-Nov-2021,2,14,27,11,31,11,15,13,37,11,4,3,14,17
URI v LASALL 28-Jan-2023,2,12,30,11,27,13,18,10,25,13,5,5,13,19
URI v LASALL 28-Jan-2023,1,20,44,7,17,11,21,14,27,12,4,3,14,14
LASALL v STJOES 16-Jan-2023,1,12,34,6,27,17,25,12,20,7,13,3,10,15
LASALL v STJOES 16-Jan-2023,2,15,29,11,22,8,12,8,34,16,5,6,22,24
NOVA v LASALL 07-Nov-2022,2,12,30,10,25,14,20,10,19,11,6,0,9,15
NOVA v LASALL 07-Nov-2022,1,16,32,13,20,10,11,5,25,13,4,4,9,18
LASALL v PENN 11-Dec-2021,1,19,35,10,23,8,11,6,26,19,4,4,9,11
LASALL v PENN 11-Dec-2021,2,12,28,14,34,8,12,10,24,16,6,1,9,10
LASALL v UMASS 11-Feb-2023,1,21,36,11,24,11,15,8,21,18,8,6,10,16
LASALL v UMASS 11-Feb-2023,2,20,43,5,18,17,19,15,23,7,4,4,14,17
W KY v LATECH 10-Mar-2022,2,13,26,9,22,6,10,9,29,9,7,2,20,17
W KY v LATECH 10-Mar-2022,1,18,38,3,21,12,19,12,19,2,9,7,11,12
LATECH v SFA 14-Dec-2022,1,27,46,4,20,13,21,13,19,19,11,5,17,17
LATECH v SFA 14-Dec-2022,2,15,24,14,32,8,9,9,26,20,7,3,28,19
LATECH v LSU 18-Dec-2021,1,12,26,7,29,12,17,8,28,14,5,1,16,15
LATECH v LSU 18-Dec-2021,2,17,37,6,22,14,19,12,31,9,11,2,14,18
UTEP v LATECH 06-Jan-2022,2,16,30,6,23,14,19,9,33,7,8,1,19,7
UTEP v LATECH 06-Jan-2022,1,11,33,9,27,3,5,8,24,11,10,4,17,17
LATECH v LA MON 24-Nov-2021,2,23,36,5,25,13,17,10,19,17,5,1,16,21
LATECH v LA MON 24-Nov-2021,1,16,26,13,27,25,32,9,25,20,8,1,15,18
LATECH v CHAR 18-Feb-2023,2,19,27,9,18,9,12,2,22,20,1,3,11,12
LATECH v CHAR 18-Feb-2023,1,19,36,6,22,11,12,11,18,14,6,3,6,15
SAMFRD v LATECH 25-Nov-2022,2,14,27,10,25,21,31,9,20,14,9,1,18,25
SAMFRD v LATECH 25-Nov-2022,1,14,22,9,29,21,30,11,24,11,9,6,23,23
LATECH v UTSA 19-Feb-2022,1,19,27,13,33,18,25,7,29,21,9,1,11,18
LATECH v UTSA 19-Feb-2022,2,20,38,5,22,16,24,10,25,10,9,0,15,22
NO TEX v LATECH 11-Mar-2022,2,9,31,5,18,9,11,11,31,3,7,2,14,12
NO TEX v LATECH 11-Mar-2022,1,9,30,4,24,6,9,13,26,5,8,3,13,14
STCLAR v LATECH 04-Dec-2021,2,22,47,7,22,13,13,15,24,18,7,1,10,20
STCLAR v LATECH 04-Dec-2021,1,16,28,8,30,19,25,11,25,17,4,4,10,15
RICE v LATECH 24-Feb-2022,2,23,41,7,17,16,21,9,27,17,3,4,11,16
RICE v LATECH 24-Feb-2022,1,18,38,11,27,10,13,9,21,19,6,2,6,17
LATECH v S MISS 13-Jan-2022,1,19,33,11,32,9,15,15,32,21,6,6,11,12
LATECH v S MISS 13-Jan-2022,2,14,39,8,20,5,7,7,24,12,6,2,14,16
