FixtureKey,Team,2PM,2PA,3PM,3PA,FTM,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
LATECH v UTEP 07-Jan-2023,1,16,34,6,17,10,14,9,20,12,12,8,17,19
LATECH v UTEP 07-Jan-2023,2,16,33,5,16,11,20,11,22,13,9,4,18,18
UAB v LATECH 05-Mar-2022,2,23,41,6,20,10,14,8,18,14,6,0,9,16
UAB v LATECH 05-Mar-2022,1,22,36,10,21,13,15,8,26,19,7,8,13,17
LATECH v ULL 11-Dec-2021,1,23,35,4,21,20,24,6,24,10,8,0,12,13
LATECH v ULL 11-Dec-2021,2,21,34,7,23,6,9,6,27,15,10,2,16,20
NO TEX v LATECH 26-Feb-2022,2,12,27,5,17,10,14,5,23,7,3,3,14,18
NO TEX v LATECH 26-Feb-2022,1,11,25,5,19,19,23,6,25,7,9,4,10,13
UTSA v LATECH 08-Jan-2022,2,16,34,14,28,5,12,7,25,19,6,3,7,13
UTSA v LATECH 08-Jan-2022,1,20,42,5,17,8,15,13,28,10,2,1,14,11
LATECH v W KY 01-Jan-2022,1,13,32,11,30,15,20,13,26,18,6,2,11,17
LATECH v W KY 01-Jan-2022,2,13,34,13,22,8,12,6,29,14,3,5,16,20
LATECH v RICE 27-Jan-2022,1,23,45,9,21,7,7,9,31,12,6,1,6,13
LATECH v RICE 27-Jan-2022,2,18,41,4,26,15,19,16,25,10,3,1,8,11
LATECH v RICE 02-Feb-2023,1,15,32,12,26,14,16,7,20,14,9,3,8,14
LATECH v RICE 02-Feb-2023,2,17,32,9,24,11,14,12,26,13,4,1,15,16
SAC ST v LBSU 10-Dec-2022,2,28,54,3,11,9,16,11,22,9,11,1,10,16
SAC ST v LBSU 10-Dec-2022,1,14,26,13,28,9,12,7,25,17,5,6,19,17
VERMNT v LBSU 27-Nov-2022,2,25,42,8,17,4,11,7,30,19,8,4,15,16
VERMNT v LBSU 27-Nov-2022,1,13,28,6,25,14,17,6,20,9,7,1,17,12
LBSU v CSFULL 12-Mar-2022,2,14,28,11,20,11,16,7,11,15,8,0,14,15
LBSU v CSFULL 12-Mar-2022,1,14,23,12,27,7,10,12,13,15,5,0,18,19
WRIGHT v LBSU 24-Nov-2021,2,25,41,5,17,20,24,7,31,7,4,6,15,24
WRIGHT v LBSU 24-Nov-2021,1,17,40,6,21,24,30,8,19,11,8,4,11,18
USC v LBSU 12-Dec-2021,2,18,42,5,18,11,18,15,20,12,8,2,13,11
USC v LBSU 12-Dec-2021,1,18,33,10,24,7,10,9,25,15,4,4,15,15
UCSD v LBSU 21-Jan-2023,2,37,72,5,17,23,33,23,38,22,4,6,18,22
UCSD v LBSU 21-Jan-2023,1,26,52,10,25,28,36,9,29,21,6,7,11,27
LBSU v UC RIV 31-Dec-2022,1,28,58,2,11,10,17,12,32,10,4,2,8,17
LBSU v UC RIV 31-Dec-2022,2,18,35,8,24,13,18,4,32,12,4,0,11,18
IDAHO v LBSU 10-Nov-2021,1,14,37,15,31,16,19,9,26,18,6,3,17,25
IDAHO v LBSU 10-Nov-2021,2,33,52,3,11,20,29,7,33,17,6,3,17,21
UC DAV v LBSU 29-Jan-2022,2,16,33,6,16,20,32,7,29,13,6,3,14,18
UC DAV v LBSU 29-Jan-2022,1,20,40,3,18,14,20,9,28,5,9,1,13,24
BYU v LBSU 16-Mar-2022,1,26,37,10,28,11,15,10,35,28,3,4,14,25
BYU v LBSU 16-Mar-2022,2,16,35,3,22,31,41,9,21,4,7,0,8,17
LBSU v LMU 04-Dec-2021,1,14,34,10,24,16,20,10,24,10,4,0,10,19
LBSU v LMU 04-Dec-2021,2,14,27,10,30,19,22,10,27,14,5,3,9,20
LBSU v UC DAV 28-Jan-2023,1,24,47,4,18,15,21,10,30,15,9,1,14,18
LBSU v UC DAV 28-Jan-2023,2,15,35,8,23,18,24,7,24,13,12,1,13,17
CSUN v LBSU 05-Jan-2023,1,20,41,6,21,16,22,13,19,8,6,4,10,19
CSUN v LBSU 05-Jan-2023,2,26,46,5,18,17,26,19,27,19,6,4,12,18
UC RIV v LBSU 27-Jan-2022,2,17,44,5,16,19,29,11,33,10,7,2,11,19
UC RIV v LBSU 27-Jan-2022,1,15,29,5,27,17,23,6,30,12,2,0,12,18
LBSU v UC DAV 03-Mar-2022,1,13,30,10,33,12,18,13,22,12,9,2,8,11
LBSU v UC DAV 03-Mar-2022,2,16,29,8,21,9,9,4,31,13,4,3,18,18
CSUN v LBSU 17-Feb-2022,1,19,44,3,15,12,17,14,24,6,11,5,22,15
CSUN v LBSU 17-Feb-2022,2,15,38,8,20,18,19,9,27,16,14,2,19,18
LBSU v HAWAII 18-Feb-2023,2,18,32,7,21,13,19,7,25,14,6,3,14,18
LBSU v HAWAII 18-Feb-2023,1,20,46,5,14,12,16,10,18,19,5,3,11,19
UCSB v LBSU 19-Feb-2022,2,16,37,9,24,12,16,7,22,16,2,2,12,20
UCSB v LBSU 19-Feb-2022,1,27,43,5,14,15,20,6,32,21,8,1,11,15
MURRAY v LBSU 23-Nov-2021,2,14,29,1,12,12,22,9,20,7,6,3,26,17
MURRAY v LBSU 23-Nov-2021,1,18,34,12,26,8,14,8,21,16,11,6,12,19
LEHIGH v BU 29-Jan-2023,2,12,27,3,17,22,31,12,24,3,3,0,15,24
LEHIGH v BU 29-Jan-2023,1,14,31,5,21,23,26,9,21,6,4,1,7,24
LEHIGH v ARMY 03-Mar-2022,2,25,47,5,22,12,14,14,21,7,7,4,8,16
LEHIGH v ARMY 03-Mar-2022,1,18,33,14,31,13,16,12,26,23,5,3,10,13
BUCKNL v LEHIGH 13-Jan-2022,1,17,43,5,17,15,17,6,29,12,1,6,10,10
BUCKNL v LEHIGH 13-Jan-2022,2,19,37,18,34,5,8,6,32,25,7,1,4,14
WISC v LEHIGH 15-Dec-2022,2,21,37,4,14,2,2,3,17,9,6,3,13,11
WISC v LEHIGH 15-Dec-2022,1,20,39,11,21,5,8,11,23,16,6,1,10,6
NAVY v LEHIGH 08-Jan-2023,2,19,38,9,20,13,17,7,27,15,5,4,9,21
NAVY v LEHIGH 08-Jan-2023,1,19,38,8,21,11,17,10,26,17,4,5,12,16
VT v LEHIGH 10-Nov-2022,2,18,42,5,21,1,2,9,23,12,4,1,11,17
VT v LEHIGH 10-Nov-2022,1,26,40,5,18,11,16,5,31,15,3,4,5,7
LEHIGH v MONMTH 27-Nov-2022,1,13,29,11,21,21,25,12,25,9,5,4,21,19
LEHIGH v MONMTH 27-Nov-2022,2,25,46,5,15,11,23,13,16,13,14,5,12,19
UMES v LEHIGH 30-Nov-2022,2,14,40,7,21,11,14,13,23,9,7,1,20,18
UMES v LEHIGH 30-Nov-2022,1,16,38,6,19,14,21,12,23,8,12,2,19,11
LEHIGH v LOY MD 11-Feb-2023,1,21,32,6,19,22,25,2,20,16,4,1,6,22
LEHIGH v LOY MD 11-Feb-2023,2,22,43,10,17,17,22,11,24,14,2,0,8,16
LEHIGH v NJIT 13-Nov-2021,1,13,30,5,24,15,21,10,24,9,7,3,19,22
LEHIGH v NJIT 13-Nov-2021,2,13,35,9,15,20,24,5,27,9,9,3,14,21
LEHIGH v STFRPA 28-Nov-2021,1,10,28,11,26,15,20,8,20,15,3,4,13,17
LEHIGH v STFRPA 28-Nov-2021,2,25,50,6,11,11,17,12,28,11,7,3,12,17
COLGAT v LEHIGH 09-Feb-2022,1,26,39,4,16,14,21,4,32,12,5,6,8,13
COLGAT v LEHIGH 09-Feb-2022,2,19,41,7,22,3,5,6,26,19,2,3,9,15
SYR v LEHIGH 07-Nov-2022,2,19,42,8,21,10,13,8,18,16,7,2,12,19
SYR v LEHIGH 07-Nov-2022,1,24,43,6,12,24,31,10,29,13,8,7,13,10
LEHIGH v BUCKNL 22-Feb-2023,2,17,44,7,20,7,8,9,25,9,4,2,9,14
LEHIGH v BUCKNL 22-Feb-2023,1,29,46,2,11,14,16,2,31,10,5,3,6,10
LAFAYE v LEHIGH 04-Feb-2023,1,15,25,6,31,16,23,9,29,14,7,6,11,19
LAFAYE v LEHIGH 04-Feb-2023,2,14,33,7,20,17,22,5,29,14,7,0,10,20
COLGAT v LEHIGH 08-Feb-2023,1,31,49,4,16,7,12,10,36,26,6,0,7,13
COLGAT v LEHIGH 08-Feb-2023,2,18,44,4,17,5,12,7,23,10,4,0,9,12
LEHIGH v COLGAT 04-Jan-2022,2,27,48,6,16,9,12,9,28,10,3,5,13,14
LEHIGH v COLGAT 04-Jan-2022,1,26,47,8,21,9,11,8,24,19,8,2,6,13
NAVY v LEHIGH 19-Jan-2022,2,14,33,7,14,20,31,7,35,10,3,8,14,19
NAVY v LEHIGH 19-Jan-2022,1,19,52,5,18,8,18,16,24,10,5,6,6,20
LIBRTY v GRAMB 19-Dec-2022,2,21,35,3,16,5,13,4,29,11,7,4,17,17
LIBRTY v GRAMB 19-Dec-2022,1,9,22,14,34,15,20,7,29,15,12,1,8,15
LIBRTY v N ALA 12-Jan-2023,1,13,25,12,29,10,15,6,30,18,7,5,11,17
LIBRTY v N ALA 12-Jan-2023,2,16,40,4,14,10,14,8,25,4,6,0,15,17
BRYANT v LIBRTY 17-Dec-2022,1,17,35,5,15,13,19,4,29,12,4,3,16,18
BRYANT v LIBRTY 17-Dec-2022,2,20,35,10,28,12,14,6,27,19,7,1,7,20
QUENNC v LIBRTY 22-Feb-2023,2,20,38,9,21,18,20,4,23,13,7,4,6,13
QUENNC v LIBRTY 22-Feb-2023,1,17,33,8,22,19,21,8,25,9,4,2,12,15
LIBRTY v UMES 27-Nov-2021,1,17,27,8,24,15,18,6,29,11,8,2,11,9
LIBRTY v UMES 27-Nov-2021,2,13,30,10,25,5,8,4,21,11,9,1,11,15
LIBRTY v MANHAT 20-Nov-2021,1,17,31,5,20,11,14,9,16,9,6,1,15,11
LIBRTY v MANHAT 20-Nov-2021,2,24,41,6,12,10,10,5,21,14,9,3,11,12
C ARK v LIBRTY 21-Feb-2022,1,17,36,7,22,11,15,3,24,14,9,1,13,12
C ARK v LIBRTY 21-Feb-2022,2,24,37,10,24,7,8,4,34,19,9,4,15,10
LIPSCO v LIBRTY 04-Feb-2023,2,13,29,11,30,5,6,5,28,12,6,3,13,12
LIPSCO v LIBRTY 04-Feb-2023,1,12,31,11,24,12,13,4,30,11,3,3,12,13
ORU v LIBRTY 12-Dec-2022,2,11,21,13,27,9,10,4,23,14,6,3,19,17
ORU v LIBRTY 12-Dec-2022,1,19,34,11,28,13,15,10,20,11,12,7,10,13
LIBRTY v STETSN 26-Jan-2023,1,24,32,6,27,8,10,12,26,14,5,0,9,13
LIBRTY v STETSN 26-Jan-2023,2,16,30,3,19,4,9,6,19,5,7,3,13,13
SFA v LIBRTY 11-Dec-2021,2,11,23,8,36,5,6,13,23,9,6,3,12,21
SFA v LIBRTY 11-Dec-2021,1,12,36,8,15,15,24,12,28,12,7,2,14,11
BELLAR v LIBRTY 29-Dec-2022,1,12,22,8,23,5,6,3,22,12,2,1,13,7
BELLAR v LIBRTY 29-Dec-2022,2,16,23,12,29,2,6,3,22,18,7,0,5,12
JVILLE v LIBRTY 12-Feb-2022,1,20,35,6,16,15,21,8,25,15,7,1,11,18
JVILLE v LIBRTY 12-Feb-2022,2,12,27,10,27,15,18,10,21,11,4,0,10,19
STETSN v LIBRTY 04-Jan-2022,2,22,30,9,23,4,6,4,26,18,4,1,11,16
STETSN v LIBRTY 04-Jan-2022,1,11,25,8,26,13,17,8,19,11,8,0,11,12
KENSAW v LIBRTY 16-Feb-2023,1,24,37,8,20,16,21,7,21,14,9,3,15,18
KENSAW v LIBRTY 16-Feb-2023,2,18,33,12,24,9,15,9,19,15,6,4,17,21
LIBRTY v LIPSCO 02-Jan-2023,1,15,28,12,27,11,16,7,27,16,8,3,9,15
LIBRTY v LIPSCO 02-Jan-2023,2,12,34,5,12,9,15,5,24,6,4,2,16,15
TNTECH v LINWOD 16-Feb-2023,2,21,40,7,20,5,9,8,27,18,4,2,13,12
TNTECH v LINWOD 16-Feb-2023,1,15,28,12,32,11,13,7,26,18,4,1,10,13
MIZZOU v LINWOD 13-Nov-2022,2,10,32,5,24,18,23,12,21,5,9,3,19,14
MIZZOU v LINWOD 13-Nov-2022,1,26,36,8,27,6,8,9,32,24,7,4,16,19
LINWOD v MOREST 21-Jan-2023,1,16,34,7,16,10,10,4,15,7,4,4,9,10
LINWOD v MOREST 21-Jan-2023,2,17,32,9,20,11,16,13,23,15,8,4,11,8
UALR v LINWOD 04-Jan-2023,2,15,26,8,21,13,16,5,30,10,3,3,17,15
UALR v LINWOD 04-Jan-2023,1,20,44,5,20,7,11,13,22,12,6,0,9,17
LINWOD v SEMO 23-Feb-2023,1,24,48,8,17,33,44,10,27,11,17,3,17,28
LINWOD v SEMO 23-Feb-2023,2,31,50,6,25,22,36,20,27,10,8,3,20,29
SIUE v LINWOD 14-Jan-2023,2,16,42,5,17,11,15,10,21,5,7,2,12,17
SIUE v LINWOD 14-Jan-2023,1,15,26,8,24,14,21,9,30,14,2,4,15,17
W CAR v LINWOD 20-Nov-2022,2,30,59,5,9,13,20,8,35,18,4,3,11,18
W CAR v LINWOD 20-Nov-2022,1,21,44,10,32,18,21,12,31,15,6,2,7,14
S IND v LINWOD 11-Feb-2023,2,14,35,7,17,15,21,12,28,7,3,6,14,22
S IND v LINWOD 11-Feb-2023,1,17,39,6,16,22,27,8,24,12,6,0,5,16
LINWOD v LAMAR 18-Nov-2022,2,23,44,5,20,12,14,12,24,21,10,6,12,12
LINWOD v LAMAR 18-Nov-2022,1,18,32,7,29,14,16,13,25,12,5,6,16,14
N ALA v LIPSCO 11-Feb-2023,2,20,38,6,20,12,14,7,26,9,4,4,14,16
N ALA v LIPSCO 11-Feb-2023,1,27,48,3,13,17,19,6,27,9,6,2,8,18
LIPSCO v NO FLA 16-Feb-2023,1,26,51,14,34,17,21,10,25,27,11,2,9,11
LIPSCO v NO FLA 16-Feb-2023,2,28,43,16,30,10,12,3,36,14,4,7,16,12
N DAME v LIPSCO 18-Nov-2022,2,23,40,6,13,1,1,5,27,13,3,2,10,10
N DAME v LIPSCO 18-Nov-2022,1,13,26,12,30,4,5,5,19,11,5,3,7,6
C ARK v LIPSCO 09-Feb-2023,1,19,46,10,28,13,13,11,23,10,7,3,7,14
C ARK v LIPSCO 09-Feb-2023,2,28,48,8,18,13,15,6,34,9,4,2,10,12
SC ST v LIPSCO 13-Nov-2021,2,25,38,7,16,22,24,7,30,23,3,2,14,12
SC ST v LIPSCO 13-Nov-2021,1,20,45,9,24,14,18,13,17,15,7,3,10,19
LIPSCO v STETSN 03-Feb-2022,1,17,33,8,29,13,14,10,26,15,3,4,9,18
LIPSCO v STETSN 03-Feb-2022,2,19,39,8,24,15,18,11,27,12,4,5,8,14
NO FLA v LIPSCO 29-Jan-2022,2,20,47,5,14,22,31,17,25,13,14,2,11,17
NO FLA v LIPSCO 29-Jan-2022,1,14,34,10,28,16,17,14,22,9,2,10,16,22
LIBRTY v LIPSCO 03-Mar-2022,1,11,25,6,32,12,13,9,36,8,1,2,8,10
LIBRTY v LIPSCO 03-Mar-2022,2,16,38,3,20,6,11,5,32,3,5,0,5,13
C ARK v LIPSCO 09-Jan-2022,1,27,45,11,24,6,12,7,25,20,5,3,5,13
C ARK v LIPSCO 09-Jan-2022,2,32,51,5,17,9,14,10,28,23,3,0,11,11
LIPSCO v QUENNC 02-Feb-2023,1,22,47,6,20,4,7,13,32,11,2,6,9,13
LIPSCO v QUENNC 02-Feb-2023,2,12,30,8,26,12,17,5,28,10,4,2,9,14
LIPSCO v NO FLA 01-Mar-2022,1,23,44,3,15,19,27,12,26,15,7,4,7,10
LIPSCO v NO FLA 01-Mar-2022,2,13,27,9,27,12,14,7,24,12,5,7,12,21
LIPSCO v LOY MD 14-Nov-2021,1,12,25,8,16,22,33,2,36,11,4,1,19,17
LIPSCO v LOY MD 14-Nov-2021,2,12,34,9,29,14,23,10,26,16,10,2,9,23
LIPSCO v AL A&M 30-Dec-2021,2,22,52,2,11,13,19,14,24,7,7,2,9,20
LIPSCO v AL A&M 30-Dec-2021,1,15,28,7,24,15,20,10,28,10,3,2,14,15
E KY v LIPSCO 18-Jan-2022,1,15,32,16,37,8,11,11,26,26,10,8,7,18
E KY v LIPSCO 18-Jan-2022,2,17,34,9,27,11,15,11,28,17,2,3,12,12
LIPSCO v E KY 12-Feb-2022,2,15,38,11,32,10,12,12,28,10,4,9,12,16
LIPSCO v E KY 12-Feb-2022,1,12,28,16,36,11,17,10,34,20,5,8,10,12
LIPSCO v CHAT 05-Dec-2021,2,20,45,12,25,9,12,19,27,14,9,5,9,19
LIPSCO v CHAT 05-Dec-2021,1,15,32,4,17,22,29,6,20,10,1,5,10,11
LIPSCO v KENSAW 22-Jan-2022,2,14,35,12,34,9,13,15,18,10,6,1,11,13
LIPSCO v KENSAW 22-Jan-2022,1,15,24,10,25,17,22,8,30,18,5,2,18,14
LSU v LIPSCO 22-Dec-2021,2,11,21,9,30,11,15,4,24,12,6,0,22,12
LSU v LIPSCO 22-Dec-2021,1,28,53,12,22,3,10,14,30,20,15,5,14,17
TENNST v LIPSCO 11-Dec-2022,2,20,27,11,25,12,17,6,23,14,6,3,25,14
TENNST v LIPSCO 11-Dec-2022,1,22,43,10,19,16,17,7,18,13,9,0,15,17
C CONN v LIU BK 27-Jan-2022,1,14,32,9,22,10,14,7,28,14,6,4,11,10
C CONN v LIU BK 27-Jan-2022,2,19,44,6,22,6,13,18,26,9,7,1,13,12
S FRAN v LIU BK 09-Nov-2021,2,16,35,8,22,8,9,7,16,8,6,3,18,18
S FRAN v LIU BK 09-Nov-2021,1,21,32,12,30,20,25,15,25,14,14,4,12,13
LIU BK v STFRBK 16-Jan-2023,1,23,51,2,7,14,25,13,19,18,9,4,14,23
LIU BK v STFRBK 16-Jan-2023,2,18,40,7,12,16,23,9,26,11,8,5,14,19
UCONN v LIU BK 17-Nov-2021,2,12,35,2,16,10,17,9,21,8,4,3,26,28
UCONN v LIU BK 17-Nov-2021,1,20,36,8,26,29,39,16,32,14,14,10,12,18
LIU BK v WAGNER 21-Jan-2022,1,14,39,14,34,15,27,18,31,16,10,12,22,29
LIU BK v WAGNER 21-Jan-2022,2,26,48,4,19,28,41,14,33,4,14,4,18,23
LIU BK v STONEH 20-Jan-2023,1,21,38,6,14,6,12,6,22,17,4,1,15,20
LIU BK v STONEH 20-Jan-2023,2,24,34,4,19,13,18,6,23,20,5,1,10,13
STFRPA v LIU BK 17-Feb-2022,2,24,40,8,28,9,12,9,32,17,8,0,6,10
STFRPA v LIU BK 17-Feb-2022,1,18,45,5,25,12,16,16,29,14,2,1,10,12
MTSTMY v LIU BK 19-Feb-2022,2,21,41,4,12,12,14,6,24,13,11,2,15,11
MTSTMY v LIU BK 19-Feb-2022,1,16,40,7,21,8,9,14,23,16,8,2,18,17
LIU BK v STFRPA 08-Jan-2022,1,18,41,7,27,18,25,16,30,17,13,3,13,19
LIU BK v STFRPA 08-Jan-2022,2,16,44,7,22,17,20,15,31,11,7,5,18,19
WAGNER v LIU BK 05-Mar-2022,2,19,34,3,19,15,28,9,25,11,5,3,11,18
WAGNER v LIU BK 05-Mar-2022,1,21,37,8,22,16,19,8,31,12,10,2,9,24
DEL v LIU BK 30-Nov-2021,1,22,45,7,19,10,15,12,22,13,5,2,11,14
DEL v LIU BK 30-Nov-2021,2,20,34,6,24,9,10,10,27,16,7,6,16,15
STFRBK v LIU BK 28-Jan-2023,2,17,45,3,4,16,19,5,35,13,2,5,22,22
STFRBK v LIU BK 28-Jan-2023,1,13,44,11,25,12,21,15,25,14,8,5,9,19
FORDHM v LIU BK 09-Dec-2021,1,19,36,8,27,11,16,11,26,14,10,3,6,11
FORDHM v LIU BK 09-Dec-2021,2,16,28,6,24,7,12,7,28,16,1,4,16,15
SACHRT v LIU BK 26-Jan-2023,2,22,49,5,10,15,20,11,28,17,7,1,16,18
SACHRT v LIU BK 26-Jan-2023,1,18,29,6,24,16,25,6,25,14,11,2,12,18
STFRPA v LIU BK 14-Jan-2023,2,16,41,6,17,18,25,6,24,14,6,1,11,18
STFRPA v LIU BK 14-Jan-2023,1,20,43,11,22,14,19,13,26,16,5,4,11,18
MERMCK v LIU BK 31-Dec-2021,2,23,35,4,16,19,26,11,13,19,9,1,11,16
MERMCK v LIU BK 31-Dec-2021,1,13,22,17,26,5,7,5,13,17,6,2,15,20
LIU BK v STFRBK 10-Feb-2022,1,17,38,7,22,19,27,15,28,17,0,2,11,12
LIU BK v STFRBK 10-Feb-2022,2,23,39,4,27,11,12,9,26,9,6,2,4,18
LIU BK v NIU 23-Nov-2022,1,14,39,3,11,24,32,9,24,5,4,4,17,19
LIU BK v NIU 23-Nov-2022,2,22,38,11,23,9,15,9,30,17,6,2,13,26
LMU v CHAT 09-Nov-2021,2,19,39,6,17,19,25,12,25,8,7,1,6,22
LMU v CHAT 09-Nov-2021,1,15,29,7,28,13,21,15,19,7,1,2,12,19
LMU v NM ST 11-Dec-2021,1,13,30,6,26,14,19,8,14,7,13,1,14,21
LMU v NM ST 11-Dec-2021,2,18,27,2,16,21,25,10,27,10,6,7,26,24
S FRAN v LMU 13-Jan-2022,2,22,38,4,13,17,23,3,23,9,7,4,21,18
S FRAN v LMU 13-Jan-2022,1,21,37,14,34,13,17,12,25,19,12,5,12,20
LMU v S FRAN 07-Jan-2023,1,14,24,9,23,15,21,7,24,11,6,1,17,12
LMU v S FRAN 07-Jan-2023,2,18,30,10,25,6,8,4,21,10,7,4,12,20
GTOWN v LMU 18-Nov-2022,1,19,42,3,16,19,20,8,24,7,2,4,11,17
GTOWN v LMU 18-Nov-2022,2,20,32,12,35,8,11,13,27,18,7,1,11,18
USD v LMU 15-Jan-2022,2,22,42,4,15,9,16,8,19,12,6,1,7,22
USD v LMU 15-Jan-2022,1,21,37,3,15,19,24,13,26,9,2,2,12,20
LMU v PACIF 18-Feb-2023,1,17,31,14,29,14,22,12,22,11,2,2,8,21
LMU v PACIF 18-Feb-2023,2,18,29,12,23,16,23,3,19,15,3,0,8,19
LMU v CLE ST 18-Dec-2022,2,19,41,3,22,12,18,16,22,9,5,2,7,19
LMU v CLE ST 18-Dec-2022,1,18,35,9,27,7,16,17,27,14,2,5,10,14
GONZ v LMU 19-Jan-2023,1,20,40,4,14,15,23,7,22,13,8,3,8,14
GONZ v LMU 19-Jan-2023,2,20,38,7,19,7,12,12,26,12,4,7,16,21
LMU v MORGAN 23-Nov-2022,1,18,35,8,22,21,31,13,21,11,8,1,17,21
LMU v MORGAN 23-Nov-2022,2,21,44,8,16,14,21,11,21,15,12,4,21,25
LMU v PV A&M 27-Nov-2021,1,18,32,5,17,32,36,10,22,10,7,1,15,22
LMU v PV A&M 27-Nov-2021,2,14,33,11,23,19,25,11,19,13,12,5,16,30
LMU v PEPPER 20-Jan-2022,1,24,47,7,19,16,21,15,24,16,5,5,16,20
LMU v PEPPER 20-Jan-2022,2,20,44,9,20,13,19,11,22,22,5,5,18,22
BYU v LMU 02-Feb-2023,1,25,46,10,20,9,13,11,30,18,7,2,7,15
BYU v LMU 02-Feb-2023,2,12,31,9,25,10,15,8,22,10,4,2,12,16
LMU v UALR 17-Nov-2021,1,21,32,10,25,10,15,4,25,22,12,2,17,17
LMU v UALR 17-Nov-2021,2,19,31,4,19,13,19,4,23,13,7,2,22,18
TULSA v LMU 07-Dec-2021,2,16,29,6,19,10,15,10,30,12,6,3,22,12
TULSA v LMU 07-Dec-2021,1,20,38,3,16,6,11,5,20,8,12,5,13,13
LMU v PEPPER 28-Jan-2023,1,15,34,13,23,15,26,10,32,18,5,6,16,21
LMU v PEPPER 28-Jan-2023,2,17,40,6,20,18,19,5,24,12,5,3,10,20
PORT v LMU 29-Dec-2022,2,17,29,15,30,13,24,6,36,18,4,3,11,22
PORT v LMU 29-Dec-2022,1,20,43,6,19,14,27,9,26,8,3,3,9,26
CO ST v LMU 30-Nov-2022,1,23,37,10,25,11,16,3,29,24,5,3,4,9
CO ST v LMU 30-Nov-2022,2,18,33,9,29,8,12,7,29,7,3,3,9,19
LMU v NEVADA 03-Dec-2022,1,18,36,6,20,10,16,11,31,11,5,5,13,17
LMU v NEVADA 03-Dec-2022,2,9,30,7,21,13,15,5,21,9,5,2,9,17
BYU v LMU 04-Mar-2022,1,27,44,5,15,16,22,11,33,14,6,3,12,20
BYU v LMU 04-Mar-2022,2,19,38,3,15,13,21,4,21,8,5,1,11,20
LONGWD v HIGHPT 29-Dec-2022,2,19,36,8,21,11,18,8,21,12,6,3,15,23
LONGWD v HIGHPT 29-Dec-2022,1,18,42,9,25,24,28,19,26,14,5,5,10,19
WINTHR v LONGWD 01-Feb-2023,2,16,35,11,23,9,15,10,17,17,5,3,9,19
WINTHR v LONGWD 01-Feb-2023,1,11,24,12,22,18,20,6,24,13,3,3,15,16
LONGWD v PRESBY 08-Feb-2023,1,15,26,9,26,9,17,9,28,11,3,5,6,15
LONGWD v PRESBY 08-Feb-2023,2,16,37,4,14,2,6,4,25,11,3,1,10,18
LONGWD v WINTHR 06-Mar-2022,1,18,36,10,17,13,17,9,22,13,10,0,12,14
LONGWD v WINTHR 06-Mar-2022,2,15,27,6,24,10,11,9,17,9,8,1,19,16
UNC A v LONGWD 12-Jan-2023,2,15,35,4,21,4,11,9,31,5,3,4,15,17
UNC A v LONGWD 12-Jan-2023,1,15,30,5,18,9,19,4,33,11,7,6,13,11
LONGWD v G WEBB 18-Jan-2023,2,11,24,10,24,7,10,6,21,13,5,3,18,14
LONGWD v G WEBB 18-Jan-2023,1,24,41,3,14,7,11,8,19,9,8,0,14,12
LONGWD v SC ST 20-Dec-2022,1,27,39,9,33,23,26,21,23,17,9,2,11,19
LONGWD v SC ST 20-Dec-2022,2,13,28,11,24,18,22,8,18,13,6,4,17,20
GMU v LONGWD 11-Nov-2022,1,20,31,9,22,16,25,8,28,19,5,4,11,16
GMU v LONGWD 11-Nov-2022,2,25,46,3,13,10,17,9,21,10,7,1,12,22
LONGWD v MORGAN 11-Dec-2021,1,18,38,11,20,24,36,15,36,19,9,1,18,17
LONGWD v MORGAN 11-Dec-2021,2,14,31,6,30,9,15,7,21,8,8,3,17,25
UNC A v LONGWD 02-Feb-2022,2,13,35,5,23,15,20,18,26,11,10,2,11,19
UNC A v LONGWD 02-Feb-2022,1,11,28,4,18,14,19,7,23,7,3,6,14,16
LONGWD v RADFRD 23-Feb-2022,1,13,25,11,19,12,17,7,20,15,6,1,13,9
LONGWD v RADFRD 23-Feb-2022,2,17,29,9,28,5,6,8,17,11,6,1,10,14
IOWA v LONGWD 09-Nov-2021,1,21,32,15,33,19,22,10,33,24,6,8,8,20
IOWA v LONGWD 09-Nov-2021,2,17,42,9,32,12,16,17,21,17,5,0,12,22
LONGWD v RADFRD 18-Feb-2023,1,20,39,9,19,6,8,12,14,12,8,1,8,12
LONGWD v RADFRD 18-Feb-2023,2,20,34,6,17,5,5,11,19,8,5,3,16,12
GTOWN v LONGWD 30-Nov-2021,1,17,37,10,23,27,33,13,27,13,6,3,12,21
GTOWN v LONGWD 30-Nov-2021,2,19,34,9,24,18,24,7,25,17,8,1,11,23
RADFRD v LONGWD 12-Jan-2022,2,19,40,8,17,21,29,10,30,15,9,2,15,15
RADFRD v LONGWD 12-Jan-2022,1,15,32,11,35,12,15,13,22,13,6,3,15,20
LONGWD v NC A&T 26-Jan-2022,1,22,40,4,13,23,30,6,22,10,4,2,4,14
LONGWD v NC A&T 26-Jan-2022,2,15,32,9,20,14,18,8,21,12,1,1,10,22
USD v LONGWD 28-Nov-2022,2,20,38,6,22,10,13,9,24,17,6,0,13,18
USD v LONGWD 28-Nov-2022,1,20,41,7,16,10,15,10,27,14,8,1,14,15
