FixtureKey,TipOff,GameType,IsNeutralSite,Attendance,Season,Team1Conference,Team2Conference
ILL v MICHST 13-Jan-2023,21:00,RegularSeason,0,15544,2023,Big Ten,Big Ten
MICHST v RUTGER 19-Jan-2023,18:30,RegularSeason,0,14797,2023,Big Ten,Big Ten
OHIOST v MICHST 12-Feb-2023,13:00,RegularSeason,0,15110,2023,Big Ten,Big Ten
MICHST v MINN 12-Jan-2022,19:00,RegularSeason,0,14797,2022,Big Ten,Big Ten
MICHST v UK 15-Nov-2022,19:00,RegularSeason,1,0,2023,Big Ten,SEC
NWSTRN v MICHST 02-Jan-2022,14:00,RegularSeason,0,4716,2022,Big Ten,Big Ten
BUTLER v MICHST 17-Nov-2021,19:00,RegularSeason,0,9100,2022,Big East,Big Ten
MICHST v NEB 05-Jan-2022,19:00,RegularSeason,0,14797,2022,Big Ten,Big Ten
MICHST v W MICH 12-Nov-2021,18:30,RegularSeason,0,14797,2022,Big Ten,MAC
PENNST v MICHST 15-Feb-2022,18:30,RegularSeason,0,8390,2022,Big Ten,Big Ten
MICHST v NOVA 18-Nov-2022,20:00,RegularSeason,0,14797,2023,Big Ten,Big East
OHIOST v MICHST 03-Mar-2022,19:00,RegularSeason,0,14951,2022,Big Ten,Big Ten
MICHST v OREGN 25-Nov-2022,23:59,RegularSeason,1,3603,2023,Big Ten,Pac-12
MICH v MICHST 01-Mar-2022,20:30,RegularSeason,0,11721,2022,Big Ten,Big Ten
ILL v MICHST 25-Jan-2022,19:00,RegularSeason,0,15544,2022,Big Ten,Big Ten
MICHST v BAYLOR 26-Nov-2021,11:00,RegularSeason,1,1305,2022,Big Ten,Big 12
MICHST v OAK 21-Dec-2022,18:30,RegularSeason,0,14797,2023,Big Ten,Horizon
MICHST v PURDUE 16-Jan-2023,14:30,RegularSeason,0,14797,2023,Big Ten,Big Ten
WISC v MICHST 10-Jan-2023,19:00,RegularSeason,0,14260,2023,Big Ten,Big Ten
NO TEX v MIDTEN 08-Jan-2022,18:00,RegularSeason,0,3280,2022,CUSA,CUSA
MO ST v MIDTEN 19-Nov-2022,15:00,RegularSeason,0,3003,2023,MVC,CUSA
UAB v MIDTEN 05-Feb-2022,16:00,RegularSeason,0,4273,2022,CUSA,CUSA
FAU v MIDTEN 26-Jan-2023,19:00,RegularSeason,0,3082,2023,CUSA,CUSA
MIDTEN v UTEP 21-Feb-2022,19:00,RegularSeason,0,4211,2022,CUSA,CUSA
UAB v MIDTEN 11-Feb-2023,16:00,RegularSeason,0,4957,2023,CUSA,CUSA
MIDTEN v RICE 15-Nov-2022,19:00,RegularSeason,0,2802,2023,CUSA,CUSA
CHAR v MIDTEN 02-Mar-2022,19:00,RegularSeason,0,3070,2022,CUSA,CUSA
MIDTEN v ODU 10-Feb-2022,19:00,RegularSeason,0,3645,2022,CUSA,CUSA
MIDTEN v CHAT 15-Dec-2022,19:00,RegularSeason,0,5832,2023,CUSA,Southern
MURRAY v MIDTEN 04-Dec-2021,20:00,RegularSeason,0,4114,2022,OVC,CUSA
MIDTEN v FIU 18-Feb-2023,18:00,RegularSeason,0,3911,2023,CUSA,CUSA
WINTHR v MIDTEN 12-Nov-2022,16:00,RegularSeason,0,1642,2023,Big South,CUSA
MIDTEN v FIU 15-Jan-2022,18:00,RegularSeason,0,3122,2022,CUSA,CUSA
MIDTEN v BECOOK 12-Nov-2021,19:00,RegularSeason,0,2317,2022,CUSA,SWAC
MIDTEN v UTSA 07-Feb-2022,19:00,RegularSeason,0,2802,2022,CUSA,CUSA
UTSA v MIDTEN 05-Jan-2023,20:00,RegularSeason,0,708,2023,CUSA,CUSA
MARSH v MIDTEN 27-Jan-2022,19:00,RegularSeason,0,3864,2022,CUSA,CUSA
MIDTEN v UAB 16-Jan-2023,21:00,RegularSeason,0,3224,2023,CUSA,CUSA
MIDTEN v FAU 13-Jan-2022,19:00,RegularSeason,0,2515,2022,CUSA,CUSA
MIDTEN v CHAR 13-Feb-2022,15:00,RegularSeason,0,3685,2022,CUSA,CUSA
YSU v MILWKE 16-Feb-2023,19:00,RegularSeason,0,4425,2023,Horizon,Horizon
MILWKE v YSU 02-Dec-2021,20:00,RegularSeason,0,1936,2022,Horizon,Horizon
ROBMOR v MILWKE 27-Jan-2022,19:00,RegularSeason,0,852,2022,Horizon,Horizon
MILWKE v UIC 01-Mar-2022,20:00,ConferenceChampionship,0,803,2022,Horizon,Horizon
IUPUI v MILWKE 02-Feb-2023,11:00,RegularSeason,0,1607,2023,Horizon,Horizon
COLO v MILWKE 10-Dec-2021,21:30,RegularSeason,0,6388,2022,Pac-12,Horizon
CHAT v MILWKE 06-Dec-2022,19:00,RegularSeason,0,2658,2023,Southern,Horizon
MILWKE v N KY 09-Feb-2022,20:00,RegularSeason,0,1931,2022,Horizon,Horizon
MILWKE v IUPUI 15-Jan-2022,15:00,RegularSeason,0,2091,2022,Horizon,Horizon
MILWKE v SEMO 28-Nov-2022,20:00,RegularSeason,0,1183,2023,Horizon,OVC
PURDUE v MILWKE 08-Nov-2022,18:30,RegularSeason,0,14876,2023,Big Ten,Horizon
MILWKE v DET 09-Feb-2023,20:00,RegularSeason,0,1768,2023,Horizon,Horizon
MILWKE v YSU 21-Jan-2023,19:00,RegularSeason,0,2053,2023,Horizon,Horizon
WRIGHT v MILWKE 30-Dec-2021,19:00,RegularSeason,0,3357,2022,Horizon,Horizon
MILWKE v ROBMOR 04-Dec-2021,12:00,RegularSeason,0,2243,2022,Horizon,Horizon
OAK v MILWKE 29-Dec-2022,19:00,RegularSeason,0,2063,2023,Horizon,Horizon
MILWKE v IUPUI 03-Dec-2022,20:00,RegularSeason,0,1322,2023,Horizon,Horizon
N KY v MILWKE 01-Jan-2022,14:00,RegularSeason,0,2365,2022,Horizon,Horizon
N KY v MILWKE 28-Jan-2023,16:00,RegularSeason,0,4466,2023,Horizon,Horizon
OAK v MILWKE 09-Jan-2022,16:00,RegularSeason,0,2793,2022,Horizon,Horizon
MILWKE v ROBMOR 19-Jan-2023,20:00,RegularSeason,0,1305,2023,Horizon,Horizon
MINN v UMKC 09-Nov-2021,20:00,RegularSeason,0,8975,2022,Big Ten,Summit
MINN v PENNST 18-Feb-2023,21:00,RegularSeason,0,11693,2023,Big Ten,Big Ten
MINN v MISSST 11-Dec-2022,20:30,RegularSeason,0,8664,2023,Big Ten,SEC
WISC v MINN 30-Jan-2022,13:00,RegularSeason,0,17287,2022,Big Ten,Big Ten
MINN v TAMUCC 14-Dec-2021,20:00,RegularSeason,0,9001,2022,Big Ten,Southland
OHIOST v MINN 15-Feb-2022,20:30,RegularSeason,0,12360,2022,Big Ten,Big Ten
MINN v RUTGER 22-Jan-2022,12:00,RegularSeason,0,10794,2022,Big Ten,Big Ten
MINN v CALBAP 21-Nov-2022,22:30,RegularSeason,1,900,2023,Big Ten,WAC
MINN v OHIOST 27-Jan-2022,20:00,RegularSeason,0,10179,2022,Big Ten,Big Ten
MINN v MICH 08-Dec-2022,21:00,RegularSeason,0,10004,2023,Big Ten,Big Ten
WISC v MINN 03-Jan-2023,21:00,RegularSeason,0,13850,2023,Big Ten,Big Ten
MINN v NWSTRN 19-Feb-2022,16:00,RegularSeason,0,10570,2022,Big Ten,Big Ten
NWSTRN v MINN 28-Jan-2023,12:00,RegularSeason,0,6064,2023,Big Ten,Big Ten
MINN v MICHST 08-Dec-2021,21:00,RegularSeason,0,11178,2022,Big Ten,Big Ten
PURDUE v MINN 04-Dec-2022,17:00,RegularSeason,0,14876,2023,Big Ten,Big Ten
PRINCE v MINN 14-Nov-2021,19:30,ConferenceChampionship,1,0,2022,Ivy,Big Ten
PENNST v MINN 09-Mar-2022,20:50,ConferenceChampionship,1,0,2022,Big Ten,Big Ten
MINN v PURDUE 19-Jan-2023,19:00,RegularSeason,0,9251,2023,Big Ten,Big Ten
MINN v STFRBK 11-Nov-2022,19:00,RegularSeason,0,8232,2023,Big Ten,NEC
MINN v PENNST 12-Feb-2022,20:30,RegularSeason,0,9948,2022,Big Ten,Big Ten
VANDY v MISS 04-Feb-2023,13:00,RegularSeason,0,7237,2023,SEC,SEC
MISS v TEMPLE 17-Dec-2022,17:00,RegularSeason,0,6154,2023,SEC,AAC
MISS v FLA 24-Jan-2022,19:00,RegularSeason,0,6273,2022,SEC,SEC
MISS v SAMFRD 21-Dec-2021,16:00,RegularSeason,0,5649,2022,SEC,Southern
LSU v MISS 01-Feb-2022,21:00,RegularSeason,0,9707,2022,SEC,SEC
MISS v S CAR 11-Feb-2023,13:00,RegularSeason,0,5928,2023,SEC,SEC
UK v MISS 01-Mar-2022,19:00,RegularSeason,0,20322,2022,SEC,SEC
MISS v TENN 28-Dec-2022,17:00,RegularSeason,0,7013,2023,SEC,SEC
MISS v MISSST 08-Jan-2022,20:30,RegularSeason,0,6988,2022,SEC,SEC
MISS v UCF 14-Dec-2022,19:30,RegularSeason,0,5215,2023,SEC,AAC
MISS v UGA 14-Jan-2023,13:00,RegularSeason,0,6117,2023,SEC,SEC
MISS v MIDTEN 15-Dec-2021,19:30,RegularSeason,0,5902,2022,SEC,CUSA
STAN v MISS 24-Nov-2022,13:30,RegularSeason,1,1211,2023,Pac-12,SEC
MISS v TX A&M 26-Feb-2022,15:30,RegularSeason,0,6654,2022,SEC,SEC
OKLA v MISS 27-Nov-2022,13:30,RegularSeason,1,1014,2023,Big 12,SEC
MISS v KAN ST 29-Jan-2022,16:00,RegularSeason,0,7135,2022,SEC,Big 12
MISS v MISSST 18-Feb-2023,15:30,RegularSeason,0,7188,2023,SEC,SEC
MISS v UT MAR 18-Nov-2022,19:30,RegularSeason,0,5024,2023,SEC,OVC
ELON v MISS 19-Nov-2021,21:00,RegularSeason,1,4672,2022,CAA,SEC
MISS v AUBURN 10-Jan-2023,21:00,RegularSeason,0,5973,2023,SEC,SEC
DRAKE v MISSST 20-Dec-2022,17:00,RegularSeason,1,0,2023,MVC,SEC
MISSST v ALA 28-Dec-2022,21:00,RegularSeason,0,9803,2023,SEC,SEC
MISSST v VANDY 26-Feb-2022,13:00,RegularSeason,0,6829,2022,SEC,SEC
MISSST v TENN 17-Jan-2023,19:00,RegularSeason,0,8797,2023,SEC,SEC
LOUIS v MISSST 25-Nov-2021,21:30,RegularSeason,1,0,2022,ACC,SEC
MISSST v GA ST 14-Dec-2021,20:00,RegularSeason,0,5953,2022,SEC,Sun Belt
MISSST v TAMUCC 07-Nov-2022,19:30,RegularSeason,0,6254,2023,SEC,Southland
MISSST v ARK 29-Dec-2021,17:00,RegularSeason,0,6629,2022,SEC,SEC
TX A&M v MISSST 05-Mar-2022,20:30,RegularSeason,0,9955,2022,SEC,SEC
UVA v MISSST 16-Mar-2022,18:00,NIT,0,5278,2022,ACC,SEC
FLA v MISSST 19-Jan-2022,18:30,RegularSeason,0,10008,2022,SEC,SEC
MISSST v MOREST 21-Nov-2021,15:00,RegularSeason,0,6108,2022,SEC,OVC
MISSST v FURMAN 17-Dec-2021,19:00,RegularSeason,0,5797,2022,SEC,Southern
UK v MISSST 25-Jan-2022,21:00,RegularSeason,0,18144,2022,SEC,SEC
MISSST v OMAHA 28-Nov-2022,19:30,RegularSeason,0,6090,2023,SEC,Summit
MISSST v S CAR 01-Feb-2022,19:00,RegularSeason,0,6678,2022,SEC,SEC
ALA v MISSST 16-Feb-2022,19:00,RegularSeason,0,9192,2022,SEC,SEC
AKRON v MISSST 11-Nov-2022,19:50,RegularSeason,1,5213,2023,MAC,SEC
TXTECH v MISSST 29-Jan-2022,18:00,RegularSeason,0,15098,2022,Big 12,SEC
MISSST v SO DAK 17-Nov-2022,21:00,RegularSeason,0,6047,2023,SEC,Summit
MISSST v FLA 21-Jan-2023,20:30,RegularSeason,0,8660,2023,SEC,SEC
MISSST v N ALA 10-Nov-2021,20:00,RegularSeason,0,6671,2022,SEC,A-Sun
MIZZOU v E ILL 07-Dec-2021,20:00,RegularSeason,0,6335,2022,SEC,OVC
MIZZOU v VANDY 07-Jan-2023,12:00,RegularSeason,0,15061,2023,SEC,SEC
MIZZOU v MISS 12-Feb-2022,20:30,RegularSeason,0,8397,2022,SEC,SEC
MIZZOU v UMKC 15-Nov-2021,20:00,RegularSeason,0,6887,2022,SEC,Summit
MIZZOU v MISSST 20-Feb-2022,20:00,RegularSeason,0,7009,2022,SEC,SEC
MIZZOU v ARK 15-Feb-2022,21:00,RegularSeason,0,7448,2022,SEC,SEC
MIZZOU v MS VAL 20-Nov-2022,19:30,RegularSeason,0,7052,2023,SEC,SWAC
MIZZOU v UTAH 18-Dec-2021,16:30,RegularSeason,0,6782,2022,SEC,Pac-12
ILL v MIZZOU 22-Dec-2021,21:00,RegularSeason,1,14953,2022,Big Ten,SEC
MIZZOU v LSU 01-Feb-2023,21:00,RegularSeason,0,12769,2023,SEC,SEC
MISSST v MIZZOU 04-Feb-2023,18:00,RegularSeason,0,8494,2023,SEC,SEC
MIZZOU v WICHST 26-Nov-2021,21:00,RegularSeason,0,0,2022,SEC,AAC
MIZZOU v UK 28-Dec-2022,19:00,RegularSeason,0,15061,2023,SEC,SEC
MIZZOU v TX A&M 18-Feb-2023,18:00,RegularSeason,0,15061,2023,SEC,SEC
MIZZOU v UGA 05-Mar-2022,15:30,RegularSeason,0,0,2022,SEC,SEC
ALA v MIZZOU 22-Jan-2022,18:00,RegularSeason,0,10799,2022,SEC,SEC
OKLA v MO ST 15-Mar-2022,18:00,NIT,0,3439,2022,Big 12,MVC
N IOWA v MO ST 20-Feb-2022,14:00,RegularSeason,0,3353,2022,MVC,MVC
MO ST v IPFW 10-Dec-2022,20:00,RegularSeason,0,3887,2023,MVC,Horizon
MO ST v N IOWA 18-Feb-2023,16:00,RegularSeason,0,4002,2023,MVC,MVC
BRAD v MO ST 15-Feb-2023,20:00,RegularSeason,0,4791,2023,MVC,MVC
UALR v MO ST 08-Dec-2021,19:30,RegularSeason,0,1057,2022,Sun Belt,MVC
SIU v MO ST 05-Feb-2023,14:00,RegularSeason,0,5802,2023,MVC,MVC
MO ST v N IOWA 08-Jan-2022,18:00,RegularSeason,0,3352,2022,MVC,MVC
UIC v MO ST 30-Nov-2022,20:00,RegularSeason,0,1174,2023,MVC,MVC
MO ST v SEMO 09-Nov-2021,20:00,RegularSeason,0,4190,2022,MVC,OVC
MO ST v UNCW 25-Nov-2022,14:30,ConferenceChampionship,1,374,2023,MVC,CAA
BRAD v MO ST 05-Jan-2022,21:00,RegularSeason,0,3756,2022,MVC,MVC
VALPO v MO ST 15-Jan-2022,17:00,RegularSeason,0,1621,2022,MVC,MVC
MO ST v VALPO 12-Feb-2022,16:00,RegularSeason,0,4314,2022,MVC,MVC
DRAKE v MO ST 18-Jan-2023,20:00,RegularSeason,0,2518,2023,MVC,MVC
STMARY v MO ST 07-Dec-2022,22:00,RegularSeason,0,2863,2023,WCC,MVC
ETSU v MO ST 23-Nov-2021,20:00,RegularSeason,1,317,2022,Southern,MVC
MO ST v DRAKE 05-Mar-2022,18:00,RegularSeason,1,6731,2022,MVC,MVC
MO ST v UIC 24-Jan-2023,20:00,RegularSeason,0,3026,2023,MVC,MVC
N IOWA v MO ST 28-Dec-2022,20:00,RegularSeason,0,4123,2023,MVC,MVC
MO ST v C ARK 18-Dec-2021,20:00,RegularSeason,0,2561,2022,MVC,A-Sun
PITT v MONMTH 12-Dec-2021,19:00,RegularSeason,0,7579,2022,ACC,MAAC
MONMTH v RIDER 11-Mar-2022,18:00,ConferenceChampionship,1,0,2022,MAAC,MAAC
MONMTH v YALE 22-Dec-2022,19:00,RegularSeason,0,1296,2023,CAA,Ivy
CHAR v MONMTH 09-Nov-2021,19:00,RegularSeason,0,3023,2022,CUSA,MAAC
HAMPTN v MONMTH 23-Feb-2023,19:00,RegularSeason,0,1537,2023,CAA,CAA
SETON v MONMTH 09-Nov-2022,20:00,RegularSeason,0,8626,2023,Big East,CAA
MONMTH v DREXEL 04-Feb-2023,14:00,RegularSeason,0,1562,2023,CAA,CAA
MARIST v MONMTH 16-Jan-2022,14:00,RegularSeason,0,784,2022,MAAC,MAAC
MONMTH v UNCW 28-Dec-2022,17:00,RegularSeason,0,1754,2023,CAA,CAA
MONMTH v NIAGRA 30-Jan-2022,14:00,RegularSeason,0,1223,2022,MAAC,MAAC
MONMTH v PRINCE 24-Nov-2021,19:00,RegularSeason,0,0,2022,MAAC,Ivy
MONMTH v COLGAT 19-Dec-2021,14:00,RegularSeason,0,1596,2022,MAAC,Patriot
MONMTH v CORN 25-Nov-2022,14:00,RegularSeason,0,1526,2023,CAA,Ivy
TOWSON v MONMTH 13-Nov-2021,19:00,RegularSeason,0,2040,2022,CAA,MAAC
MONMTH v STONY 05-Jan-2023,19:00,RegularSeason,0,1224,2023,CAA,CAA
MONMTH v C OF C 19-Jan-2023,19:00,RegularSeason,0,1478,2023,CAA,CAA
MONMTH v RIDER 18-Feb-2022,19:00,RegularSeason,0,1728,2022,MAAC,MAAC
MONMTH v CANISI 28-Jan-2022,18:00,RegularSeason,0,1558,2022,MAAC,MAAC
SYR v MONMTH 12-Dec-2022,20:00,RegularSeason,0,19262,2023,ACC,CAA
CINCY v MONMTH 27-Nov-2021,14:00,RegularSeason,0,8262,2022,AAC,MAAC
TOWSON v MONMTH 14-Jan-2023,15:00,RegularSeason,0,1801,2023,CAA,CAA
MONMTH v IONA 18-Jan-2022,19:00,RegularSeason,0,0,2022,MAAC,MAAC
HOFSTR v MONMTH 11-Jan-2023,19:00,RegularSeason,0,1427,2023,CAA,CAA
MONT v S UTAH 07-Feb-2022,21:00,RegularSeason,0,2947,2022,Big Sky,Big Sky
XAVIER v MONT 11-Nov-2022,20:00,RegularSeason,0,10311,2023,Big East,Big Sky
MONT v STTHOM 17-Nov-2022,21:30,RegularSeason,1,2660,2023,Big Sky,Summit
SAC ST v MONT 26-Jan-2023,22:00,RegularSeason,0,714,2023,Big Sky,Big Sky
S UTAH v MONT 24-Feb-2022,21:00,RegularSeason,0,1817,2022,Big Sky,Big Sky
N COLO v MONT 07-Jan-2023,20:00,RegularSeason,0,1221,2023,Big Sky,Big Sky
MONT v WEB ST 01-Jan-2022,21:00,RegularSeason,0,3409,2022,Big Sky,Big Sky
MONTST v MONT 18-Feb-2023,21:00,RegularSeason,0,6696,2023,Big Sky,Big Sky
MONT v NAU 04-Feb-2023,21:00,RegularSeason,0,4527,2023,Big Sky,Big Sky
MONT v S MISS 26-Nov-2021,21:30,RegularSeason,0,3135,2022,Big Sky,CUSA
STCLAR v MONT 19-Dec-2021,17:00,RegularSeason,0,835,2022,WCC,Big Sky
MONT v PORTST 12-Feb-2022,21:00,RegularSeason,0,3223,2022,Big Sky,Big Sky
WEB ST v MONT 11-Feb-2023,21:00,RegularSeason,0,6372,2023,Big Sky,Big Sky
MONT v IDAHO 31-Dec-2022,16:00,RegularSeason,0,3337,2023,Big Sky,Big Sky
MISSST v MONT 13-Nov-2021,19:00,RegularSeason,0,6289,2022,SEC,Big Sky
PORTST v MONT 20-Jan-2022,22:00,RegularSeason,0,954,2022,Big Sky,Big Sky
NO DAK v MONT 15-Nov-2021,20:00,RegularSeason,0,1263,2022,Summit,Big Sky
MONT v TROY 19-Nov-2022,21:30,RegularSeason,0,2644,2023,Big Sky,Sun Belt
MONT v WEB ST 12-Jan-2023,21:00,RegularSeason,0,3243,2023,Big Sky,Big Sky
S MISS v MONT 29-Nov-2022,20:00,RegularSeason,0,3022,2023,Sun Belt,Big Sky
MONTST v N COLO 05-Mar-2022,18:00,RegularSeason,0,4217,2022,Big Sky,Big Sky
PORTST v MONTST 26-Jan-2023,22:00,RegularSeason,0,1245,2023,Big Sky,Big Sky
MONTST v PORT 19-Dec-2021,16:00,RegularSeason,0,2234,2022,Big Sky,WCC
MONTST v SEMO 28-Nov-2021,13:00,RegularSeason,1,0,2022,Big Sky,OVC
S UTAH v MONTST 19-Feb-2022,16:00,RegularSeason,0,1360,2022,Big Sky,Big Sky
SAC ST v MONTST 04-Dec-2021,16:00,RegularSeason,0,372,2022,Big Sky,Big Sky
NAU v MONTST 07-Jan-2023,16:00,RegularSeason,0,1062,2023,Big Sky,Big Sky
MONTST v E WASH 27-Jan-2022,21:00,RegularSeason,0,3078,2022,Big Sky,Big Sky
MONTST v E WASH 31-Dec-2022,16:00,RegularSeason,0,3232,2023,Big Sky,Big Sky
MONTST v ID ST 12-Jan-2023,21:00,RegularSeason,0,2370,2023,Big Sky,Big Sky
ID ST v MONTST 11-Feb-2023,20:00,RegularSeason,0,1625,2023,Big Sky,Big Sky
MONTST v IDAHO 29-Dec-2022,21:00,RegularSeason,0,3172,2023,Big Sky,Big Sky
NO DAK v MONTST 20-Nov-2022,14:00,RegularSeason,0,1225,2023,Summit,Big Sky
MONTST v NAU 12-Feb-2022,14:00,RegularSeason,0,3803,2022,Big Sky,Big Sky
MONTST v N COLO 12-Mar-2022,20:00,ConferenceChampionship,1,4134,2022,Big Sky,Big Sky
N COLO v MONTST 05-Jan-2023,20:00,RegularSeason,0,1121,2023,Big Sky,Big Sky
MONTST v QUINN 26-Nov-2022,19:00,RegularSeason,1,0,2023,Big Sky,MAAC
MONTST v PORT 26-Nov-2021,15:00,RegularSeason,1,170,2022,Big Sky,WCC
MONT v MONTST 27-Feb-2022,17:00,RegularSeason,0,5285,2022,Big Sky,Big Sky
MONTST v SAC ST 10-Mar-2022,14:00,ConferenceChampionship,1,0,2022,Big Sky,Big Sky
MONTST v PORTST 10-Feb-2022,21:00,RegularSeason,0,3556,2022,Big Sky,Big Sky
SDAKST v MONTST 17-Nov-2021,20:00,RegularSeason,0,1761,2022,Summit,Big Sky
MOREST v UT MAR 12-Jan-2022,19:00,RegularSeason,0,1816,2022,OVC,OVC
UAB v MOREST 12-Nov-2021,19:00,RegularSeason,0,2829,2022,CUSA,OVC
A PEAY v MOREST 08-Jan-2022,17:00,RegularSeason,0,1431,2022,OVC,OVC
MOREST v SEMO 14-Jan-2023,15:40,RegularSeason,0,1740,2023,OVC,OVC
VANDY v MOREST 18-Nov-2022,19:00,RegularSeason,0,5732,2023,SEC,OVC
MOREST v PRESBY 06-Dec-2021,19:00,RegularSeason,0,0,2022,OVC,Big South
TENNST v MOREST 15-Jan-2022,14:00,RegularSeason,0,231,2022,OVC,OVC
MOREST v BELLAR 12-Nov-2022,20:00,RegularSeason,0,2166,2023,OVC,A-Sun
S IND v MOREST 04-Feb-2023,16:30,RegularSeason,0,3644,2023,OVC,OVC
SEMO v MOREST 27-Jan-2022,21:00,RegularSeason,0,1325,2022,OVC,OVC
BELMNT v MOREST 04-Mar-2022,22:30,ConferenceChampionship,1,4160,2022,OVC,OVC
SIUE v MOREST 19-Jan-2023,20:30,RegularSeason,0,1334,2023,OVC,OVC
MOREST v N ALA 03-Dec-2022,14:00,RegularSeason,0,1745,2023,OVC,A-Sun
UT MAR v MOREST 31-Dec-2022,16:30,RegularSeason,0,1302,2023,OVC,OVC
MOREST v SEMO 19-Feb-2022,16:00,RegularSeason,0,2511,2022,OVC,OVC
MOREST v BELMNT 20-Jan-2022,19:00,RegularSeason,0,2456,2022,OVC,OVC
MOREST v TNTECH 02-Feb-2023,19:30,RegularSeason,0,2055,2023,OVC,OVC
MURRAY v MOREST 05-Mar-2022,20:30,ConferenceChampionship,1,6491,2022,OVC,OVC
MORGAN v UT VAL 18-Nov-2022,19:00,RegularSeason,1,5307,2023,MEAC,WAC
UMES v MORGAN 31-Jan-2022,19:30,RegularSeason,0,660,2022,MEAC,MEAC
MTSTMY v MORGAN 18-Dec-2021,16:00,RegularSeason,0,1116,2022,NEC,MEAC
MORGAN v NORFLK 23-Jan-2023,19:30,RegularSeason,0,1127,2023,MEAC,MEAC
MORGAN v SC ST 14-Feb-2022,19:30,RegularSeason,0,1789,2022,MEAC,MEAC
MORGAN v SC ST 10-Mar-2022,18:00,ConferenceChampionship,1,0,2022,MEAC,MEAC
SC ST v MORGAN 10-Jan-2022,18:00,RegularSeason,0,500,2022,MEAC,MEAC
BGSU v MORGAN 03-Dec-2022,14:00,RegularSeason,0,1365,2023,MAC,MEAC
MORGAN v QUENNC 20-Nov-2022,17:20,RegularSeason,1,0,2023,MEAC,A-Sun
HOWARD v MORGAN 21-Jan-2023,16:30,RegularSeason,0,2695,2023,MEAC,MEAC
MORGAN v NC CEN 12-Feb-2022,14:00,RegularSeason,0,0,2022,MEAC,MEAC
SEATTL v MORGAN 18-Nov-2021,22:00,RegularSeason,0,524,2022,WAC,MEAC
MORGAN v NC CEN 07-Jan-2023,16:00,RegularSeason,0,937,2023,MEAC,MEAC
MORGAN v NORFLK 21-Feb-2022,19:30,RegularSeason,0,2891,2022,MEAC,MEAC
TX SOU v MS VAL 18-Feb-2023,18:00,RegularSeason,0,1133,2023,SWAC,SWAC
MS VAL v N ALA 18-Nov-2022,20:00,RegularSeason,0,1109,2023,SWAC,A-Sun
TULANE v MS VAL 21-Dec-2022,20:00,RegularSeason,0,0,2023,AAC,SWAC
BAYLOR v MS VAL 07-Nov-2022,12:00,RegularSeason,0,10284,2023,Big 12,SWAC
PV A&M v MS VAL 08-Jan-2022,17:30,RegularSeason,0,0,2022,SWAC,SWAC
ALCORN v MS VAL 03-Mar-2022,20:30,RegularSeason,0,398,2022,SWAC,SWAC
ARK PB v MS VAL 28-Jan-2023,18:30,RegularSeason,0,2395,2023,SWAC,SWAC
MS VAL v JACKST 05-Feb-2022,17:00,RegularSeason,0,4689,2022,SWAC,SWAC
VANDY v MS VAL 29-Nov-2021,20:00,RegularSeason,0,5181,2022,SEC,SWAC
MS VAL v ARK ST 11-Dec-2021,17:00,RegularSeason,0,237,2022,SWAC,Sun Belt
TULSA v MS VAL 16-Dec-2022,20:00,RegularSeason,0,3004,2023,AAC,SWAC
MS VAL v ALA ST 03-Jan-2022,17:00,RegularSeason,0,156,2022,SWAC,SWAC
ARK PB v MS VAL 26-Feb-2022,18:30,RegularSeason,0,2445,2022,SWAC,SWAC
AL A&M v MS VAL 04-Jan-2023,20:00,RegularSeason,0,2275,2023,SWAC,SWAC
MS VAL v BECOOK 15-Jan-2022,17:00,RegularSeason,0,314,2022,SWAC,SWAC
JACKST v MS VAL 05-Mar-2022,18:30,RegularSeason,0,2997,2022,SWAC,SWAC
AIRFOR v MS VAL 23-Nov-2022,18:00,RegularSeason,0,1490,2023,MWC,SWAC
MS VAL v AL A&M 11-Feb-2023,19:00,RegularSeason,0,976,2023,SWAC,SWAC
PV A&M v MS VAL 20-Feb-2023,21:00,RegularSeason,0,1071,2023,SWAC,SWAC
MTSTMY v MERMCK 03-Feb-2022,19:00,RegularSeason,0,1739,2022,NEC,NEC
MTSTMY v SIENA 10-Feb-2023,19:00,RegularSeason,0,1948,2023,MAAC,MAAC
SIENA v MTSTMY 20-Jan-2023,19:00,RegularSeason,0,5617,2023,MAAC,MAAC
ST PTR v MTSTMY 01-Dec-2022,19:00,RegularSeason,0,899,2023,MAAC,MAAC
MTSTMY v IONA 24-Feb-2023,19:00,RegularSeason,0,3121,2023,MAAC,MAAC
SACHRT v MTSTMY 24-Feb-2022,19:00,RegularSeason,0,403,2022,NEC,NEC
STCLAR v MTSTMY 07-Dec-2021,21:00,RegularSeason,0,962,2022,WCC,NEC
MTSTMY v NIAGRA 17-Feb-2023,19:00,RegularSeason,0,1506,2023,MAAC,MAAC
NIAGRA v MTSTMY 31-Dec-2022,12:00,RegularSeason,0,981,2023,MAAC,MAAC
MTSTMY v NAVY 27-Nov-2021,14:00,RegularSeason,0,1362,2022,NEC,Patriot
STFRBK v MTSTMY 08-Jan-2022,16:00,RegularSeason,0,187,2022,NEC,NEC
MTSTMY v SACHRT 21-Jan-2022,19:00,RegularSeason,0,1864,2022,NEC,NEC
MTSTMY v STFRPA 29-Jan-2022,17:00,RegularSeason,0,2154,2022,NEC,NEC
