FixtureKey,TipOff,GameType,IsNeutralSite,Attendance,Season,Team1Conference,Team2Conference
MTSTMY v MARIST 22-Jan-2023,14:00,RegularSeason,0,1606,2023,MAAC,MAAC
WVU v MTSTMY 07-Nov-2022,19:00,RegularSeason,0,9960,2023,Big 12,MAAC
FDU v MTSTMY 27-Jan-2022,19:00,RegularSeason,0,137,2022,NEC,NEC
MTSTMY v STFRBK 17-Feb-2022,19:00,RegularSeason,0,1792,2022,NEC,NEC
MTSTMY v C CONN 23-Jan-2022,14:00,RegularSeason,0,1493,2022,NEC,NEC
OHIO v MTSTMY 22-Nov-2021,19:00,RegularSeason,0,5178,2022,MAC,NEC
MTSTMY v ROBMOR 18-Dec-2022,14:00,RegularSeason,0,1562,2023,MAAC,Horizon
MURRAY v MO ST 28-Jan-2023,14:00,RegularSeason,0,6712,2023,MVC,MVC
MURRAY v UT MAR 22-Jan-2022,20:00,RegularSeason,0,4722,2022,OVC,OVC
TX A&M v MURRAY 17-Nov-2022,16:00,RegularSeason,1,1321,2023,SEC,MVC
MURRAY v SEMO 30-Dec-2021,20:00,RegularSeason,0,3630,2022,OVC,OVC
MURRAY v DRAKE 07-Feb-2023,20:00,RegularSeason,0,5307,2023,MVC,MVC
MURRAY v UIC 14-Jan-2023,16:00,RegularSeason,0,5417,2023,MVC,MVC
IND ST v MURRAY 04-Feb-2023,16:00,RegularSeason,0,4672,2023,MVC,MVC
MURRAY v SIUE 05-Feb-2022,20:00,RegularSeason,0,5305,2022,OVC,OVC
MURRAY v ILL ST 01-Dec-2022,20:00,RegularSeason,0,5471,2023,MVC,MVC
JMU v MURRAY 24-Nov-2021,14:30,RegularSeason,1,117,2022,CAA,OVC
SEMO v MURRAY 26-Feb-2022,17:00,RegularSeason,0,2934,2022,OVC,OVC
ST LOU v MURRAY 07-Nov-2022,20:00,RegularSeason,0,7253,2023,A-10,MVC
TULSA v MURRAY 20-Nov-2022,10:30,RegularSeason,1,1335,2023,AAC,MVC
MURRAY v E ILL 20-Jan-2022,20:40,RegularSeason,0,3820,2022,OVC,OVC
DRAKE v MURRAY 07-Jan-2023,18:00,RegularSeason,0,3510,2023,MVC,MVC
MURRAY v BELMNT 24-Feb-2022,21:00,RegularSeason,0,8041,2022,OVC,OVC
MURRAY v TNTECH 24-Jan-2022,20:00,RegularSeason,0,3524,2022,OVC,OVC
E KY v N ALA 16-Feb-2022,19:30,RegularSeason,0,2177,2022,A-Sun,A-Sun
N ALA v NO FLA 28-Jan-2023,18:00,RegularSeason,0,2146,2023,A-Sun,A-Sun
HAMPTN v N ALA 22-Nov-2022,15:00,RegularSeason,1,53,2023,CAA,A-Sun
N ALA v JVILLE 03-Feb-2022,21:00,RegularSeason,0,719,2022,A-Sun,A-Sun
KENSAW v N ALA 29-Jan-2022,17:30,RegularSeason,0,1194,2022,A-Sun,A-Sun
N ALA v AL A&M 08-Dec-2021,19:00,RegularSeason,0,633,2022,A-Sun,SWAC
N ALA v JAX ST 24-Feb-2023,19:00,RegularSeason,0,2133,2023,A-Sun,A-Sun
FGCU v N ALA 01-Mar-2022,19:00,ConferenceChampionship,0,2043,2022,A-Sun,A-Sun
LIBRTY v N ALA 27-Jan-2022,19:00,RegularSeason,0,2860,2022,A-Sun,A-Sun
ALA ST v N ALA 28-Nov-2021,16:30,RegularSeason,0,450,2022,SWAC,A-Sun
COLO v N ALA 15-Dec-2022,20:30,RegularSeason,0,5125,2023,Pac-12,A-Sun
LIPSCO v N ALA 05-Jan-2023,20:00,RegularSeason,0,1190,2023,A-Sun,A-Sun
N ALA v ALA ST 07-Dec-2022,19:00,RegularSeason,0,556,2023,A-Sun,SWAC
FGCU v N ALA 04-Feb-2023,19:00,RegularSeason,0,4056,2023,A-Sun,A-Sun
LIPSCO v N ALA 04-Jan-2022,20:00,RegularSeason,0,1669,2022,A-Sun,A-Sun
N ALA v NO FLA 05-Feb-2022,16:30,RegularSeason,0,781,2022,A-Sun,A-Sun
MONTST v N COLO 04-Feb-2023,18:00,RegularSeason,0,3863,2023,Big Sky,Big Sky
HAWAII v N COLO 11-Nov-2021,23:59,RegularSeason,0,2110,2022,Big West,Big Sky
E WASH v N COLO 18-Feb-2023,17:00,RegularSeason,0,2754,2023,Big Sky,Big Sky
N COLO v IDAHO 21-Jan-2023,20:00,RegularSeason,0,1214,2023,Big Sky,Big Sky
N COLO v S UTAH 14-Feb-2022,20:00,RegularSeason,0,1024,2022,Big Sky,Big Sky
NAU v N COLO 28-Jan-2023,15:00,RegularSeason,0,1617,2023,Big Sky,Big Sky
N COLO v WEB ST 06-Feb-2023,23:00,RegularSeason,0,1503,2023,Big Sky,Big Sky
SAC ST v N COLO 10-Feb-2022,22:00,RegularSeason,0,916,2022,Big Sky,Big Sky
PORTST v N COLO 14-Jan-2023,22:00,RegularSeason,0,1129,2023,Big Sky,Big Sky
N COLO v SAC ST 08-Jan-2022,16:00,RegularSeason,0,1204,2022,Big Sky,Big Sky
NAU v N COLO 05-Feb-2022,16:00,RegularSeason,0,1004,2022,Big Sky,Big Sky
PORTST v N COLO 31-Jan-2022,22:30,RegularSeason,0,989,2022,Big Sky,Big Sky
N COLO v SO DAK 07-Dec-2021,20:00,RegularSeason,0,1115,2022,Big Sky,Summit
N COLO v AIRFOR 20-Dec-2022,20:00,RegularSeason,0,1601,2023,Big Sky,MWC
WEB ST v N COLO 19-Feb-2022,20:00,RegularSeason,0,5543,2022,Big Sky,Big Sky
MONT v N COLO 02-Feb-2023,21:00,RegularSeason,0,2990,2023,Big Sky,Big Sky
N COLO v PORTST 11-Mar-2022,22:00,ConferenceChampionship,1,3037,2022,Big Sky,Big Sky
SJSU v N COLO 23-Nov-2021,22:00,RegularSeason,0,1257,2022,MWC,Big Sky
N COLO v MONTST 02-Dec-2021,20:00,RegularSeason,0,1191,2022,Big Sky,Big Sky
N COLO v ID ST 21-Feb-2022,20:00,RegularSeason,0,1136,2022,Big Sky,Big Sky
N DAME v SYR 23-Feb-2022,19:00,RegularSeason,0,7838,2022,ACC,ACC
N DAME v UNC 05-Jan-2022,21:00,RegularSeason,0,6259,2022,ACC,ACC
SYR v N DAME 14-Jan-2023,19:00,RegularSeason,0,20666,2023,ACC,ACC
N DAME v S IND 16-Nov-2022,20:00,RegularSeason,0,4433,2023,ACC,OVC
N DAME v STMARY 22-Nov-2021,23:30,RegularSeason,1,0,2022,ACC,WCC
UVA v N DAME 18-Feb-2023,12:00,RegularSeason,0,14230,2023,ACC,ACC
N DAME v W MICH 20-Dec-2021,20:00,RegularSeason,0,4903,2022,ACC,MAC
N DAME v RADFRD 10-Nov-2022,20:00,RegularSeason,0,4698,2023,ACC,Big South
GATECH v N DAME 08-Jan-2022,18:00,RegularSeason,0,5813,2022,ACC,ACC
N DAME v BU 07-Dec-2022,19:00,RegularSeason,0,4986,2023,ACC,Patriot
N DAME v MIAMI 30-Dec-2022,14:00,RegularSeason,0,6105,2023,ACC,ACC
GATECH v N DAME 08-Feb-2023,19:00,RegularSeason,0,4906,2023,ACC,ACC
BC v N DAME 03-Jan-2023,19:00,RegularSeason,0,4194,2023,ACC,ACC
N DAME v MICHST 30-Nov-2022,21:25,RegularSeason,0,7854,2023,ACC,Big Ten
N DAME v NC ST 26-Jan-2022,21:00,RegularSeason,0,6881,2022,ACC,ACC
DUKE v N DAME 14-Feb-2023,19:00,RegularSeason,0,9314,2023,ACC,ACC
WAKE v N DAME 19-Feb-2022,13:00,RegularSeason,0,8355,2022,ACC,ACC
N DAME v UK 11-Dec-2021,17:15,RegularSeason,0,8283,2022,ACC,SEC
N DAME v WAKE 04-Feb-2023,13:00,RegularSeason,0,6152,2023,ACC,ACC
N IOWA v VALPO 25-Jan-2023,20:00,RegularSeason,0,3674,2023,MVC,MVC
N IOWA v LIBRTY 22-Dec-2021,15:00,RegularSeason,1,0,2022,MVC,A-Sun
N IOWA v VALPO 05-Jan-2022,21:00,RegularSeason,0,1387,2022,MVC,MVC
IND ST v N IOWA 28-Jan-2023,14:00,RegularSeason,0,4419,2023,MVC,MVC
S FRAN v N IOWA 21-Nov-2022,12:30,RegularSeason,1,301,2023,WCC,MVC
SIU v N IOWA 22-Feb-2023,20:00,RegularSeason,0,5101,2023,MVC,MVC
N IOWA v STBONA 21-Dec-2022,19:00,RegularSeason,0,1876,2023,MVC,A-10
N IOWA v BRAD 02-Feb-2022,20:00,RegularSeason,0,2655,2022,MVC,MVC
BELMNT v N IOWA 14-Jan-2023,17:00,RegularSeason,0,2700,2023,MVC,MVC
N IOWA v VERMNT 11-Nov-2021,18:00,RegularSeason,0,1773,2022,MVC,AEC
UIC v N IOWA 21-Jan-2023,14:00,RegularSeason,0,2312,2023,MVC,MVC
MARSH v N IOWA 18-Dec-2021,16:00,RegularSeason,0,3849,2022,CUSA,MVC
EVANS v N IOWA 08-Feb-2023,20:00,RegularSeason,0,4094,2023,MVC,MVC
N IOWA v ILL ST 18-Jan-2023,20:00,RegularSeason,0,2935,2023,MVC,MVC
ARK v N IOWA 17-Nov-2021,20:00,RegularSeason,0,19200,2022,SEC,MVC
N IOWA v TOWSON 17-Dec-2022,13:00,RegularSeason,1,0,2023,MVC,CAA
N IOWA v ILL ST 29-Jan-2022,14:00,RegularSeason,0,0,2022,MVC,MVC
N IOWA v ILL ST 04-Mar-2022,13:00,RegularSeason,1,0,2022,MVC,MVC
IND ST v N IOWA 23-Feb-2022,19:00,RegularSeason,0,3684,2022,MVC,MVC
N IOWA v IND ST 11-Jan-2022,20:00,RegularSeason,0,1797,2022,MVC,MVC
N IOWA v TOLEDO 06-Dec-2022,20:30,RegularSeason,0,2474,2023,MVC,MAC
N IOWA v RICH 05-Dec-2021,14:00,RegularSeason,0,2337,2022,MVC,A-10
N KY v TNTECH 27-Nov-2022,14:00,RegularSeason,0,2267,2023,Horizon,OVC
N KY v FGCU 21-Nov-2022,19:30,RegularSeason,1,1023,2023,Horizon,A-Sun
N KY v UNC G 12-Nov-2021,19:00,RegularSeason,0,2489,2022,Horizon,Southern
ROBMOR v N KY 02-Feb-2023,19:00,RegularSeason,0,1174,2023,Horizon,Horizon
WRIGHT v N KY 10-Feb-2023,21:00,RegularSeason,0,5659,2023,Horizon,Horizon
DEPAUL v N KY 26-Nov-2021,17:00,RegularSeason,0,2465,2022,Big East,Horizon
N KY v WRIGHT 25-Jan-2022,19:00,RegularSeason,0,2421,2022,Horizon,Horizon
ROBMOR v N KY 15-Jan-2022,19:00,RegularSeason,0,703,2022,Horizon,Horizon
N KY v W ILL 22-Nov-2021,19:00,RegularSeason,0,2065,2022,Horizon,Summit
N KY v IUPUI 12-Feb-2023,13:00,RegularSeason,0,2554,2023,Horizon,Horizon
N KY v OAK 04-Feb-2022,19:00,RegularSeason,0,2073,2022,Horizon,Horizon
GRNBAY v N KY 11-Feb-2022,20:00,RegularSeason,0,1735,2022,Horizon,Horizon
N KY v YSU 01-Dec-2022,19:00,RegularSeason,0,2421,2023,Horizon,Horizon
WASHST v N KY 07-Dec-2022,21:00,RegularSeason,0,2268,2023,Pac-12,Horizon
N KY v KENT 07-Nov-2022,19:00,RegularSeason,0,2785,2023,Horizon,MAC
UT ST v N MEX 22-Feb-2022,22:00,RegularSeason,0,7102,2022,MWC,MWC
N MEX v BOISE 15-Jan-2022,17:30,RegularSeason,0,8279,2022,MWC,MWC
CO ST v N MEX 19-Jan-2022,22:00,RegularSeason,0,6516,2022,MWC,MWC
WYO v N MEX 31-Dec-2022,16:15,RegularSeason,0,4823,2023,MWC,MWC
NEVADA v N MEX 09-Mar-2022,14:00,ConferenceChampionship,1,0,2022,MWC,MWC
SDSU v N MEX 14-Jan-2023,21:00,RegularSeason,0,12414,2023,MWC,MWC
N MEX v NORFLK 21-Dec-2021,21:00,RegularSeason,0,8105,2022,MWC,MEAC
N MEX v SJSU 28-Jan-2022,21:00,RegularSeason,0,8277,2022,MWC,MWC
N MEX v DENVER 09-Dec-2021,21:00,RegularSeason,0,8046,2022,MWC,Summit
N MEX v N COLO 27-Nov-2022,19:30,RegularSeason,0,8434,2023,MWC,Big Sky
WYO v N MEX 22-Jan-2022,19:30,RegularSeason,0,5368,2022,MWC,MWC
N MEX v MONTST 20-Nov-2021,16:00,RegularSeason,0,9084,2022,MWC,Big Sky
N MEX v S UTAH 07-Nov-2022,21:00,RegularSeason,0,8181,2023,MWC,WAC
N MEX v IONA 18-Dec-2022,18:30,RegularSeason,0,14534,2023,MWC,MAAC
NEVADA v N MEX 23-Jan-2023,21:00,RegularSeason,0,8292,2023,MWC,MWC
NEVADA v N MEX 01-Jan-2022,21:00,RegularSeason,0,7224,2022,MWC,MWC
SJSU v N MEX 20-Feb-2022,16:00,RegularSeason,0,1682,2022,MWC,MWC
N MEX v NM ST 06-Dec-2021,21:00,RegularSeason,0,13019,2022,MWC,WAC
UNLV v N MEX 11-Jan-2022,23:00,RegularSeason,0,3860,2022,MWC,MWC
N MEX v UAB 25-Nov-2021,19:00,RegularSeason,1,0,2022,MWC,CUSA
NAU v UCSB 18-Nov-2022,20:00,RegularSeason,0,463,2023,Big Sky,Big West
MONTST v NAU 02-Feb-2023,21:00,RegularSeason,0,3005,2023,Big Sky,Big Sky
UTRGV v NAU 22-Nov-2022,19:30,RegularSeason,0,1355,2023,WAC,Big Sky
PACIF v NAU 06-Dec-2022,22:00,RegularSeason,0,852,2023,WCC,Big Sky
MICHST v NAU 07-Nov-2022,19:00,RegularSeason,0,14797,2023,Big Ten,Big Sky
SAC ST v NAU 14-Jan-2023,17:00,RegularSeason,0,475,2023,Big Sky,Big Sky
WASH v NAU 11-Nov-2021,22:30,RegularSeason,0,6297,2022,Pac-12,Big Sky
IDAHO v NAU 05-Mar-2022,17:00,RegularSeason,0,1442,2022,Big Sky,Big Sky
NAU v IDAHO 17-Jan-2022,20:00,RegularSeason,0,418,2022,Big Sky,Big Sky
ID ST v NAU 29-Dec-2022,21:00,RegularSeason,0,1007,2023,Big Sky,Big Sky
NAU v MONT 05-Jan-2023,20:00,RegularSeason,0,363,2023,Big Sky,Big Sky
MONT v NAU 10-Feb-2022,21:00,RegularSeason,0,3037,2022,Big Sky,Big Sky
PORTST v NAU 17-Feb-2022,22:00,RegularSeason,0,895,2022,Big Sky,Big Sky
NAU v MONT 22-Jan-2022,16:00,RegularSeason,0,736,2022,Big Sky,Big Sky
PORTST v NAU 12-Jan-2023,22:00,RegularSeason,0,776,2023,Big Sky,Big Sky
N COLO v NAU 07-Feb-2022,21:30,RegularSeason,0,802,2022,Big Sky,Big Sky
NAU v CSUBAK 18-Nov-2021,20:00,RegularSeason,0,567,2022,Big Sky,Big West
NAU v E WASH 01-Jan-2022,16:00,RegularSeason,0,161,2022,Big Sky,Big Sky
NAVY v BU 18-Jan-2023,19:00,RegularSeason,0,948,2023,Patriot,Patriot
NAVY v AMER 29-Jan-2022,14:00,RegularSeason,0,1112,2022,Patriot,Patriot
NAVY v UCSD 18-Nov-2022,19:00,RegularSeason,0,688,2023,Patriot,Big West
NAVY v YSU 20-Nov-2022,14:00,RegularSeason,0,664,2023,Patriot,Horizon
WM&MRY v NAVY 07-Nov-2022,19:30,RegularSeason,0,3772,2023,CAA,Patriot
UVA v NAVY 09-Nov-2021,21:00,RegularSeason,0,13100,2022,ACC,Patriot
BUCKNL v NAVY 25-Jan-2023,19:00,RegularSeason,0,828,2023,Patriot,Patriot
LOY MD v NAVY 05-Feb-2022,17:00,RegularSeason,0,902,2022,Patriot,Patriot
TOWSON v NAVY 11-Dec-2022,16:00,RegularSeason,0,2075,2023,CAA,Patriot
COLGAT v NAVY 09-Mar-2022,19:30,ConferenceChampionship,0,1879,2022,Patriot,Patriot
VMI v NAVY 03-Dec-2022,13:00,RegularSeason,0,1250,2023,Southern,Patriot
COPPIN v NAVY 14-Nov-2022,19:00,RegularSeason,0,1118,2023,MEAC,Patriot
BU v NAVY 16-Jan-2022,13:00,RegularSeason,0,468,2022,Patriot,Patriot
UNC A v NC A&T 19-Jan-2022,18:30,RegularSeason,0,441,2022,Big South,Big South
MONMTH v NC A&T 13-Feb-2023,19:00,RegularSeason,0,1394,2023,CAA,CAA
JVILLE v NC A&T 13-Nov-2021,14:00,RegularSeason,0,1015,2022,A-Sun,Big South
NC A&T v ELON 08-Feb-2023,19:00,RegularSeason,0,2903,2023,CAA,CAA
UCF v NC A&T 11-Dec-2021,14:00,RegularSeason,0,3507,2022,AAC,Big South
LONGWD v NC A&T 04-Mar-2022,12:00,ConferenceChampionship,1,0,2022,Big South,Big South
NC A&T v DREXEL 26-Jan-2023,19:00,RegularSeason,0,2456,2023,CAA,CAA
RADFRD v NC A&T 02-Mar-2022,11:30,ConferenceChampionship,1,0,2022,Big South,Big South
HIGHPT v NC A&T 15-Jan-2022,19:00,RegularSeason,0,3375,2022,Big South,Big South
NC A&T v STFRBK 27-Nov-2021,11:00,RegularSeason,1,100,2022,Big South,NEC
STAN v NC A&T 23-Nov-2021,22:00,RegularSeason,0,2379,2022,Pac-12,Big South
NC A&T v PRESBY 05-Jan-2022,19:00,RegularSeason,0,821,2022,Big South,Big South
NC A&T v TX SOU 17-Dec-2022,18:30,RegularSeason,1,0,2023,CAA,SWAC
NC A&T v C OF C 04-Jan-2023,17:00,RegularSeason,0,2655,2023,CAA,CAA
STONY v NC A&T 11-Feb-2023,14:00,RegularSeason,0,2125,2023,CAA,CAA
WINTHR v NC A&T 03-Feb-2022,19:00,RegularSeason,0,2192,2022,Big South,Big South
UTEP v NC A&T 21-Dec-2022,21:55,RegularSeason,0,4255,2023,CUSA,CAA
TOWSON v NC A&T 18-Feb-2023,16:00,RegularSeason,0,3598,2023,CAA,CAA
NC A&T v TOWSON 19-Jan-2023,19:00,RegularSeason,0,5700,2023,CAA,CAA
NC CEN v MORGAN 11-Feb-2023,16:24,RegularSeason,0,2686,2023,MEAC,MEAC
NC CEN v COPPIN 13-Feb-2023,20:00,RegularSeason,0,3173,2023,MEAC,MEAC
UMES v NC CEN 20-Feb-2023,19:30,RegularSeason,0,783,2023,MEAC,MEAC
DEL ST v NC CEN 18-Dec-2021,13:20,RegularSeason,1,0,2022,MEAC,MEAC
CITDEL v NC CEN 06-Dec-2021,19:00,RegularSeason,0,711,2022,Southern,MEAC
UNC A v NC CEN 04-Dec-2021,14:00,RegularSeason,0,580,2022,Big South,MEAC
NC CEN v SAMHOU 22-Dec-2021,19:00,RegularSeason,1,0,2022,MEAC,WAC
LSU v NC CEN 13-Dec-2022,19:00,RegularSeason,0,8212,2023,SEC,MEAC
UVA v NC CEN 07-Nov-2022,21:00,RegularSeason,0,13238,2023,ACC,MEAC
NC CEN v SC ST 03-Mar-2022,19:30,RegularSeason,0,3083,2022,MEAC,MEAC
ALA ST v NC CEN 20-Nov-2021,20:00,RegularSeason,0,932,2022,SWAC,MEAC
NORFLK v NC CEN 28-Feb-2022,19:30,RegularSeason,0,2646,2022,MEAC,MEAC
HOWARD v NC CEN 28-Jan-2023,18:00,RegularSeason,0,2695,2023,MEAC,MEAC
SC UPS v NC CEN 01-Dec-2021,18:00,RegularSeason,0,412,2022,Big South,MEAC
LIBRTY v NC CEN 14-Nov-2022,19:00,RegularSeason,0,3262,2023,A-Sun,MEAC
NC CEN v DEL ST 19-Feb-2022,16:25,RegularSeason,0,2127,2022,MEAC,MEAC
G WEBB v NC CEN 17-Dec-2022,14:00,RegularSeason,0,247,2023,Big South,MEAC
NORFLK v NC CEN 30-Jan-2023,19:00,RegularSeason,0,3437,2023,MEAC,MEAC
NC ST v UNC 26-Feb-2022,14:00,RegularSeason,0,16704,2022,ACC,ACC
NC ST v N DAME 05-Feb-2022,15:00,RegularSeason,0,13690,2022,ACC,ACC
WAKE v NC ST 28-Jan-2023,13:00,RegularSeason,0,11092,2023,ACC,ACC
NC ST v SYR 02-Feb-2022,21:00,RegularSeason,0,12634,2022,ACC,ACC
VANDY v NC ST 17-Dec-2022,22:30,RegularSeason,1,5578,2023,SEC,ACC
NC ST v COPPIN 06-Dec-2022,19:00,RegularSeason,0,5500,2023,ACC,MEAC
NC ST v WM&MRY 29-Nov-2022,19:00,RegularSeason,0,10029,2023,ACC,CAA
NC ST v UVA 22-Jan-2022,16:00,RegularSeason,0,12811,2022,ACC,ACC
DUKE v NC ST 15-Jan-2022,14:00,RegularSeason,0,9314,2022,ACC,ACC
CLEM v NC ST 30-Dec-2022,16:00,RegularSeason,0,5969,2023,ACC,ACC
NC ST v FURMAN 13-Dec-2022,18:30,RegularSeason,0,9996,2023,ACC,Southern
VT v NC ST 07-Jan-2023,19:30,RegularSeason,0,8925,2023,ACC,ACC
NC ST v FIU 15-Nov-2022,21:00,RegularSeason,0,5034,2023,ACC,CUSA
WAKE v NC ST 02-Mar-2022,21:00,RegularSeason,0,6917,2022,ACC,ACC
NC ST v CAMPBL 11-Nov-2022,19:00,RegularSeason,0,12977,2023,ACC,Big South
NC ST v TX SOU 21-Nov-2021,18:00,RegularSeason,0,11806,2022,ACC,SWAC
NC ST v LOUIS 22-Dec-2022,19:00,RegularSeason,0,12446,2023,ACC,ACC
NC ST v FSU 01-Jan-2022,16:00,RegularSeason,0,12529,2022,ACC,ACC
NC ST v BC 23-Feb-2022,19:00,RegularSeason,0,11282,2022,ACC,ACC
NC ST v UNC 19-Feb-2023,13:00,RegularSeason,0,19500,2023,ACC,ACC
UNLV v ND ST 15-Nov-2021,22:00,RegularSeason,0,4381,2022,MWC,Summit
ND ST v SO DAK 07-Jan-2023,14:00,RegularSeason,0,1702,2023,Summit,Summit
KANSAS v ND ST 10-Nov-2022,20:00,RegularSeason,0,16300,2023,Big 12,Summit
JAX ST v ND ST 27-Nov-2022,17:00,RegularSeason,1,7023,2023,A-Sun,Summit
UMKC v ND ST 16-Feb-2023,20:00,RegularSeason,0,938,2023,Summit,Summit
W ILL v ND ST 10-Feb-2022,19:00,RegularSeason,0,789,2022,Summit,Summit
CREIGH v ND ST 30-Nov-2021,21:00,RegularSeason,0,15428,2022,Big East,Summit
ORU v ND ST 18-Feb-2023,20:00,RegularSeason,0,8012,2023,Summit,Summit
OMAHA v ND ST 14-Jan-2023,13:05,RegularSeason,0,1639,2023,Summit,Summit
ND ST v NO DAK 27-Jan-2023,20:00,RegularSeason,0,3867,2023,Summit,Summit
N MEX v ND ST 26-Nov-2022,19:00,RegularSeason,0,8715,2023,MWC,Summit
ND ST v SO DAK 07-Feb-2022,20:00,RegularSeason,0,1343,2022,Summit,Summit
ND ST v PACIF 13-Nov-2022,14:00,RegularSeason,0,1073,2023,Summit,WCC
ND ST v STTHOM 23-Feb-2023,20:00,RegularSeason,0,1761,2023,Summit,Summit
ND ST v DENVER 11-Feb-2023,14:00,RegularSeason,0,2283,2023,Summit,Summit
SO DAK v ND ST 27-Jan-2022,20:00,RegularSeason,0,1837,2022,Summit,Summit
ND ST v ORU 07-Mar-2022,21:30,ConferenceChampionship,1,10418,2022,Summit,Summit
ND ST v STTHOM 25-Jan-2022,20:00,RegularSeason,0,1290,2022,Summit,Summit
SDAKST v ND ST 04-Feb-2023,15:00,RegularSeason,0,3031,2023,Summit,Summit
ND ST v MONT 10-Dec-2022,20:00,RegularSeason,0,1658,2023,Summit,Big Sky
ND ST v DENVER 05-Mar-2022,21:30,ConferenceChampionship,1,9336,2022,Summit,Summit
PURDUE v NEB 14-Jan-2022,18:30,RegularSeason,0,14804,2022,Big Ten,Big Ten
NEB v NWSTRN 25-Jan-2023,19:00,RegularSeason,0,13205,2023,Big Ten,Big Ten
NEB v OKLA 24-Nov-2022,17:00,RegularSeason,1,0,2023,Big Ten,Big 12
NEB v MINN 09-Feb-2022,21:00,RegularSeason,0,15303,2022,Big Ten,Big Ten
MICHST v NEB 03-Jan-2023,19:00,RegularSeason,0,14797,2023,Big Ten,Big Ten
NEB v MICH 07-Dec-2021,19:00,RegularSeason,0,15426,2022,Big Ten,Big Ten
PENNST v NEB 21-Jan-2023,14:15,RegularSeason,0,11297,2023,Big Ten,Big Ten
NC ST v NEB 01-Dec-2021,19:15,RegularSeason,0,11562,2022,ACC,Big Ten
NEB v PURDUE 10-Dec-2022,14:15,RegularSeason,0,14236,2023,Big Ten,Big Ten
NEB v OHIOST 02-Jan-2022,20:00,RegularSeason,0,14478,2022,Big Ten,Big Ten
NEB v OHIOST 18-Jan-2023,19:00,RegularSeason,0,12918,2023,Big Ten,Big Ten
NEB v W ILL 09-Nov-2021,20:00,RegularSeason,0,15312,2022,Big Ten,Summit
WISC v NEB 06-Mar-2022,14:00,RegularSeason,0,17287,2022,Big Ten,Big Ten
PENNST v NEB 27-Feb-2022,19:00,RegularSeason,0,8273,2022,Big Ten,Big Ten
NEB v TENNST 23-Nov-2021,21:00,RegularSeason,0,15236,2022,Big Ten,OVC
NEB v MD 18-Feb-2022,21:00,RegularSeason,0,15443,2022,Big Ten,Big Ten
NEB v MD 19-Feb-2023,17:00,RegularSeason,0,15395,2023,Big Ten,Big Ten
SDSU v NEVADA 10-Jan-2023,23:00,RegularSeason,0,12183,2023,MWC,MWC
NEVADA v LMU 18-Dec-2021,23:00,RegularSeason,0,6689,2022,MWC,WCC
SJSU v NEVADA 07-Jan-2023,16:00,RegularSeason,0,2871,2023,MWC,MWC
NEVADA v FRESNO 10-Feb-2023,23:00,RegularSeason,0,8571,2023,MWC,MWC
NEVADA v UT ST 29-Jan-2022,22:00,RegularSeason,0,7497,2022,MWC,MWC
SJSU v NEVADA 17-Feb-2022,23:59,RegularSeason,0,1747,2022,MWC,MWC
S FRAN v NEVADA 18-Nov-2021,22:30,RegularSeason,0,1690,2022,WCC,MWC
NEVADA v SJSU 15-Feb-2022,23:00,RegularSeason,0,6619,2022,MWC,MWC
AIRFOR v NEVADA 31-Dec-2022,14:00,RegularSeason,0,1704,2023,MWC,MWC
UT ST v NEVADA 18-Feb-2023,20:00,RegularSeason,0,9157,2023,MWC,MWC
BOISE v NEVADA 10-Mar-2022,15:00,ConferenceChampionship,1,0,2022,MWC,MWC
NEVADA v E WASH 09-Nov-2021,22:00,RegularSeason,0,7130,2022,MWC,Big Sky
NEVADA v SAMHOU 28-Nov-2022,22:00,RegularSeason,0,0,2023,MWC,WAC
STCLAR v NEVADA 16-Nov-2021,21:00,RegularSeason,0,1002,2022,WCC,MWC
NIAGRA v RIDER 23-Jan-2022,13:00,RegularSeason,0,973,2022,MAAC,MAAC
ST PTR v NIAGRA 27-Feb-2022,14:00,RegularSeason,0,581,2022,MAAC,MAAC
MANHAT v NIAGRA 18-Jan-2022,19:00,RegularSeason,0,70,2022,MAAC,MAAC
NIAGRA v IONA 12-Feb-2023,13:00,RegularSeason,0,1102,2023,MAAC,MAAC
XAVIER v NIAGRA 09-Nov-2021,19:30,RegularSeason,0,10003,2022,Big East,MAAC
NIAGRA v CANISI 13-Jan-2022,19:00,RegularSeason,0,1156,2022,MAAC,MAAC
RIDER v NIAGRA 25-Feb-2022,19:00,RegularSeason,0,1650,2022,MAAC,MAAC
MONMTH v NIAGRA 10-Mar-2022,21:30,ConferenceChampionship,1,0,2022,MAAC,MAAC
MARIST v NIAGRA 19-Feb-2023,14:00,RegularSeason,0,1051,2023,MAAC,MAAC
NIAGRA v ALBANY 18-Dec-2021,14:00,RegularSeason,1,0,2022,MAAC,AEC
NIAGRA v E MICH 11-Dec-2022,13:00,RegularSeason,0,897,2023,MAAC,MAC
NIAGRA v FAIR 24-Feb-2023,19:00,RegularSeason,0,1321,2023,MAAC,MAAC
NIAGRA v MARIST 15-Jan-2023,12:00,RegularSeason,0,711,2023,MAAC,MAAC
STJOHN v NIAGRA 26-Nov-2022,14:00,RegularSeason,0,3437,2023,Big East,MAAC
NJIT v NIAGRA 18-Dec-2022,14:00,RegularSeason,0,229,2023,AEC,MAAC
